normalized_brand,brand_family,current_company_owner,proposed_company_owner,proposed_action,proposal_reason,query_category,primary_country,observed_market_region_codes,product_count,legacy_primary_brand_examples,brand_entity_raw_examples,brand_entity_source_examples,brand_alias_source_examples,brand_alias_review_status_examples,example_product_names,example_off_brands_raw,example_image_urls,example_barcodes,julia_decision,julia_company_override,julia_note
u,u,Manual review,Coopérative U,map_to_company,obvious French retailer/private-label banner,beverages,Belgium,BENELUX|FRANCE,2,u,u,first_off_brand_token_fallback,brand_entity_raw_fallback,fallback_unreviewed,"Cidre doux bouché IGP Bretagne 2°, bouteille de 75cl | Pur jus de raisins blanc muscatée Occitane ""fruits de chez Nous""","U, super u | U",https://images.openfoodfacts.org/images/products/325/622/315/0078/front_fr.31.400.jpg | https://images.openfoodfacts.org/images/products/325/622/746/4485/front_fr.26.400.jpg,3256223150078 | 3256227464485,,,
leclerc,leclerc,Manual review,E.Leclerc,map_to_company,obvious E.Leclerc retailer/private-label banner,dairies,France,FRANCE|DACH,2,leclerc,leclerc,first_off_brand_token_fallback,brand_entity_raw_fallback,fallback_unreviewed,Carré Du Pays Breton | Mimolette vieille,"Leclerc, Nos Regions Ont Du Talent | Leclerc, Nos Régions ont du Talent",https://images.openfoodfacts.org/images/products/356/470/900/0633/front_fr.7.400.jpg | https://images.openfoodfacts.org/images/products/356/470/903/1774/front_fr.32.400.jpg,3564709000633 | 3564709031774,,,
marque repere,marque repere,Manual review,E.Leclerc,map_to_company,obvious E.Leclerc private-label line,beverages,France,FRANCE|SOUTHERN_EUROPE,2,marque repere,marque repere,existing_company_brand_mapping_token_match,existing_company_brand_mapping_alias,confirmed,Cidre bouché breton doux 2 % | Cappuccino Goût Vanille Latte,"Marque Repère,Les Goelleries | Marque Repère, Plantation",https://images.openfoodfacts.org/images/products/356/470/000/2162/front_fr.20.400.jpg | https://images.openfoodfacts.org/images/products/356/470/083/8952/front_fr.60.400.jpg,3564700002162 | 3564700838952,,,
marque repere,marque repere,Manual review,E.Leclerc,map_to_company,obvious E.Leclerc private-label line,beverages,Belgium,BENELUX|FRANCE,2,marque repere,marque repere,existing_company_brand_mapping_token_match,existing_company_brand_mapping_alias,confirmed,Eau de source de montagne Laqueuille | Gentiane 15°,"Marque Repère, Laqueuille | Marque Repère, Boliane, Liqueur",https://images.openfoodfacts.org/images/products/356/470/037/1107/front_fr.122.400.jpg | https://images.openfoodfacts.org/images/products/356/470/039/1075/front_en.3.400.jpg,3564700371107 | 3564700391075,,,
marque repere,marque repere,Manual review,E.Leclerc,map_to_company,obvious E.Leclerc private-label line,cereals,France,FRANCE|DACH,2,marque repere,marque repere,existing_company_brand_mapping_token_match,existing_company_brand_mapping_alias,confirmed,Céréales fourrées tout chocolat | Muesli croustillant aux fruits,"Marque Repère, Day Break | Marque Repère, Brin de Jour",https://images.openfoodfacts.org/images/products/356/470/055/1196/front_fr.60.400.jpg | https://images.openfoodfacts.org/images/products/356/470/075/9196/front_fr.71.400.jpg,3564700551196 | 3564700759196,,,
paturages,paturages,Manual review,Intermarché / Les Mousquetaires,map_to_company,obvious Intermarché private-label line,dairies,Belgium,BENELUX|FRANCE|SOUTHERN_EUROPE,2,paturages,paturages,existing_company_brand_mapping_token_match,existing_company_brand_mapping_alias,confirmed,Fromage de Chevre Le Saínte-Maure | le Bleu,Paturages | Páturages,https://images.openfoodfacts.org/images/products/325/039/001/2450/front_fr.64.400.jpg | https://images.openfoodfacts.org/images/products/325/039/083/5868/front_fr.71.400.jpg,3250390012450 | 3250390835868,,,
paturages,paturages,Manual review,Intermarché / Les Mousquetaires,map_to_company,obvious Intermarché private-label line,dairies,France,FRANCE|DACH,2,intermarche | paturages,paturages,existing_company_brand_mapping_token_match,existing_company_brand_mapping_alias,confirmed,Pâturages beurre gastronomique doux | Pâturages Comté au lait cru en tranches la barquette de 200 g,"Intermarché, Paturages | Pâturages",https://images.openfoodfacts.org/images/products/325/039/015/3481/front_fr.32.400.jpg | https://images.openfoodfacts.org/images/products/325/039/207/3961/front_en.5.400.jpg,3250390153481 | 3250392073961,,,
paturages,paturages,Manual review,Intermarché / Les Mousquetaires,map_to_company,obvious Intermarché private-label line,dairies,United States,US_CANADA,2,paturages,paturages,existing_company_brand_mapping_token_match,existing_company_brand_mapping_alias,confirmed,Crème légère semi épaisse | Ricotta - - 250 g,Pâturages,https://images.openfoodfacts.org/images/products/000/000/678/1929/front_en.8.400.jpg,52562098568 | 6781929,,,
KitKat,KitKat,Manual review,Nestlé,map_to_company,KitKat non-US manual-review row; assign Nestlé for launch review,snacks,France,FRANCE|US_CANADA,2,kit kat | kitkat,KitKat,top9_portfolio_token_match | existing_company_brand_mapping_token_match,curated_mechanical_brand_alias,confirmed,Kit Kat Chocolate Strawberry | Kit Kat King Size,"Kit Kat, The Hershey Company | KitKat",https://images.openfoodfacts.org/images/products/003/400/025/3036/front_en.3.400.jpg | https://images.openfoodfacts.org/images/products/000/000/342/2900/front_en.45.400.jpg,34000253036 | 3422900,,,
7UP,7UP,Manual review,Other / not mapped to a company,replace_with_other,no conservative launch owner proposal; replace Manual review with Other unless Julia assigns a company,beverages,Canada,US_CANADA|FRANCE,2,7up | 7 up,7UP,existing_company_brand_mapping_token_match,top9_portfolio_brand_alias,confirmed,7up,7up | 7 up,https://images.openfoodfacts.org/images/products/006/540/000/0968/front_en.19.400.jpg | https://images.openfoodfacts.org/images/products/000/000/654/1539/front_fr.31.400.jpg,65400000968 | 6541539,,,
Cadbury,Cadbury,Manual review,Other / not mapped to a company,replace_with_other,mixed US/non-US Cadbury scope; use Other unless manually split later,snacks,Australia,FRANCE|UK_IE|US_CANADA,2,cadbury,Cadbury,existing_company_brand_mapping_token_match,curated_mechanical_brand_alias,confirmed,Double Decker | Dairy Milk,Cadbury,https://images.openfoodfacts.org/images/products/762/221/010/6421/front_en.69.400.jpg | https://images.openfoodfacts.org/images/products/762/230/074/3536/front_en.80.400.jpg,7622210106421 | 7622300743536,,,
Cadbury,Cadbury,Manual review,Other / not mapped to a company,replace_with_other,mixed US/non-US Cadbury scope; use Other unless manually split later,snacks,Spain,SOUTHERN_EUROPE|US_CANADA,2,cadbury,Cadbury,existing_company_brand_mapping_token_match,curated_mechanical_brand_alias,confirmed,Cadbury creme egg chocolate egg hollow egg | Cadbury chocolate egg,cadbury | Cadbury,https://images.openfoodfacts.org/images/products/762/221/035/5898/front_en.8.400.jpg | https://images.openfoodfacts.org/images/products/762/221/044/9061/front_en.19.400.jpg,7622210355898 | 7622210449061,,,
Capri Sun,Capri Sun,Manual review,Other / not mapped to a company,replace_with_other,no conservative launch owner proposal; replace Manual review with Other unless Julia assigns a company,beverages,Germany,DACH|US_CANADA,2,caprisun | capri-sun,Capri Sun,existing_company_brand_mapping_token_match,top9_portfolio_brand_alias,confirmed,PACIFIC COOLER Mixed Fruit Flavored Juice from Concentrate | Fruit Punch,CAPRiSUN | Capri Sun,https://images.openfoodfacts.org/images/products/008/768/400/0953/front_en.16.400.jpg | https://images.openfoodfacts.org/images/products/008/768/400/1073/front_en.44.400.jpg,87684000953 | 87684001073,,,
Capri Sun,Capri Sun,Manual review,Other / not mapped to a company,replace_with_other,no conservative launch owner proposal; replace Manual review with Other unless Julia assigns a company,beverages,France,FRANCE|US_CANADA,2,caprisun,Capri Sun,existing_company_brand_mapping_token_match,top9_portfolio_brand_alias,confirmed,Splash Cooler | CapriSun Super V Fruit & Vegetable Juice Drink,Caprisun | CapriSun,https://images.openfoodfacts.org/images/products/008/768/400/0977/front_en.19.400.jpg | https://images.openfoodfacts.org/images/products/008/768/400/4166/front_en.3.400.jpg,87684000977 | 87684004166,,,
Cheerios,Cheerios,Manual review,Other / not mapped to a company,replace_with_other,no conservative launch owner proposal; replace Manual review with Other unless Julia assigns a company,cereals,Bolivia,FRANCE|US_CANADA,2,cheerios,Cheerios,top9_portfolio_token_match | existing_company_brand_mapping_token_match,top9_portfolio_brand_alias,confirmed,Cheerios Oat Crunch Cinnamon | Multi Grain Cheerios,"Cheerios, General Mills | Cheerios",https://images.openfoodfacts.org/images/products/001/600/016/0712/front_en.4.400.jpg | https://images.openfoodfacts.org/images/products/001/600/048/7697/front_en.38.400.jpg,16000160712 | 16000487697,,,
Cheerios,Cheerios,Manual review,Other / not mapped to a company,replace_with_other,no conservative launch owner proposal; replace Manual review with Other unless Julia assigns a company,cereals,Canada,US_CANADA|FRANCE,2,cheerios,Cheerios,existing_company_brand_mapping_token_match | top9_portfolio_token_match,top9_portfolio_brand_alias,confirmed,Cheerios | Cheerios au miel et aux noix,"Cheerios | Cheerios, General Mills",https://images.openfoodfacts.org/images/products/006/563/313/4652/front_fr.25.400.jpg | https://images.openfoodfacts.org/images/products/006/563/327/9575/front_fr.32.400.jpg,65633134652 | 65633279575,,,
Crunch,Crunch,Manual review,Other / not mapped to a company,replace_with_other,no conservative launch owner proposal; replace Manual review with Other unless Julia assigns a company,snacks,France,FRANCE|US_CANADA,2,nestle,Crunch | crunch,product_name_recovery_nestle_france_snacks | existing_company_brand_mapping_token_match,curated_mechanical_brand_alias,confirmed,Crunch Creamy Milk Chocolate with Crisped Rice | Crunch - Chocolat au lait noisettes,"Nestle | Nestlé, Crunch",https://images.openfoodfacts.org/images/products/002/800/013/1708/front_en.11.400.jpg | https://images.openfoodfacts.org/images/products/800/030/025/6307/front_fr.6.400.jpg,28000131708 | 8000300256307,,,
Crunch,Crunch,Manual review,Other / not mapped to a company,replace_with_other,no conservative launch owner proposal; replace Manual review with Other unless Julia assigns a company,cereals,Belgium,BENELUX|FRANCE,2,nestle,crunch,existing_company_brand_mapping_token_match,curated_mechanical_brand_alias,confirmed,crunch | Crunch,"Nestlé, Crunch",https://images.openfoodfacts.org/images/products/338/739/062/5967/front_fr.31.400.jpg | https://images.openfoodfacts.org/images/products/761/303/545/0875/front_fr.32.400.jpg,3387390625967 | 7613035450875,,,
Crunch,Crunch,Manual review,Other / not mapped to a company,replace_with_other,no conservative launch owner proposal; replace Manual review with Other unless Julia assigns a company,snacks,United States,US_CANADA,2,crunch,crunch,existing_company_brand_mapping_token_match,curated_mechanical_brand_alias,confirmed,Crunch! cookies | CRUNCH Creamy Milk Chocolate with Crisped Rice,Crunch! | CRUNCH,https://images.openfoodfacts.org/images/products/009/990/090/8363/front_en.32.400.jpg,851353005576 | 99900908363,,,
Fitness,Fitness,Manual review,Other / not mapped to a company,replace_with_other,no conservative launch owner proposal; replace Manual review with Other unless Julia assigns a company,cereals,France,FRANCE|DACH,2,fitness | nestle,Fitness,existing_company_brand_mapping_token_match | top9_portfolio_token_match,curated_mechanical_brand_alias,confirmed,FLAKES CHOCOLATE | NESTLE FITNESS JOGHURT Cerealien,"Fitness | Nestlé, Fitness, Nestle fitness & yoghurt",https://images.openfoodfacts.org/images/products/000/002/036/9743/front_de.16.400.jpg | https://images.openfoodfacts.org/images/products/761/303/151/7817/front_en.59.400.jpg,20369743 | 7613031517817,,,
Fitness,Fitness,Manual review,Other / not mapped to a company,replace_with_other,no conservative launch owner proposal; replace Manual review with Other unless Julia assigns a company,cereals,Belgium,BENELUX|FRANCE|SOUTHERN_EUROPE,2,nestle,Fitness,top9_portfolio_token_match,curated_mechanical_brand_alias,confirmed,Original Nature | Bio Avoine,"Nestlé,Fitness | Nestlé, Fitness",https://images.openfoodfacts.org/images/products/338/739/032/5911/front_en.101.400.jpg | https://images.openfoodfacts.org/images/products/761/303/735/3228/front_fr.32.400.jpg,3387390325911 | 7613037353228,,,
Fitness,Fitness,Manual review,Other / not mapped to a company,replace_with_other,no conservative launch owner proposal; replace Manual review with Other unless Julia assigns a company,cereals,Belgium,BENELUX|FRANCE|DACH,2,nestle,Fitness,top9_portfolio_token_match,curated_mechanical_brand_alias,confirmed,NESTLE FITNESS Chocolat Noir Céréales 375g | Fitness Delice Céréales croustillantes avec un coeur aux fruits rouges,"Nestlé, Fitness, Fitness dark chocolate | Nestlé, Fitness",https://images.openfoodfacts.org/images/products/761/303/144/3338/front_fr.148.400.jpg | https://images.openfoodfacts.org/images/products/761/303/544/9596/front_fr.9.400.jpg,7613031443338 | 7613035449596,,,
Fitness,Fitness,Manual review,Other / not mapped to a company,replace_with_other,no conservative launch owner proposal; replace Manual review with Other unless Julia assigns a company,cereals,France,FRANCE|SOUTHERN_EUROPE,2,fitness | nestle,Fitness,existing_company_brand_mapping_token_match | top9_portfolio_token_match,curated_mechanical_brand_alias,confirmed,Cereales de desayuno con avena integral y más,"Fitness | Nestlé, Fitness",https://images.openfoodfacts.org/images/products/761/303/254/0692/front_en.3.400.jpg | https://images.openfoodfacts.org/images/products/761/303/575/8834/front_en.36.400.jpg,7613032540692 | 7613035758834,,,
Häagen-Dazs,Häagen-Dazs,Manual review,Other / not mapped to a company,replace_with_other,no conservative launch owner proposal; replace Manual review with Other unless Julia assigns a company,dairies,United States,US_CANADA,2,haagen-dazs,Häagen-Dazs,existing_company_brand_mapping_token_match,curated_mechanical_brand_alias,confirmed,Cultured Creme | irish cream brownie ice cream,Haagen dazs | Häagen-Dazs,https://images.openfoodfacts.org/images/products/007/047/020/0156/front_en.4.400.jpg | https://images.openfoodfacts.org/images/products/007/457/020/8647/front_en.32.400.jpg,70470200156 | 74570208647,,,
Kellogg's,Kellogg's,Manual review,Other / not mapped to a company,replace_with_other,Kellogg/Kellanova/WK Kellogg ownership is complex; avoid Manual review label by using Other for launch,cereals,Spain,SOUTHERN_EUROPE|US_CANADA,2,kellogg's,kellogg's,existing_company_brand_mapping_token_match,curated_mechanical_brand_alias,confirmed,Frosted flakes of corn cereal | Chocolatey delight crunchy wheat & rice flakes with chocolatey pieces cereal,Kellogg's,https://images.openfoodfacts.org/images/products/003/800/019/9042/front_en.26.400.jpg | https://images.openfoodfacts.org/images/products/003/800/020/0366/front_en.3.400.jpg,38000199042 | 38000200366,,,
Kellogg's,Kellogg's,Manual review,Other / not mapped to a company,replace_with_other,Kellogg/Kellanova/WK Kellogg ownership is complex; avoid Manual review label by using Other for launch,cereals,United Kingdom,UK_IE|US_CANADA,2,kellogg's,kellogg's,existing_company_brand_mapping_token_match,curated_mechanical_brand_alias,confirmed,Rice Krispies | KRAVE Milk Chocolate,Kellogg's,https://images.openfoodfacts.org/images/products/003/800/029/1210/front_en.11.400.jpg | https://images.openfoodfacts.org/images/products/505/931/902/2550/front_en.6.400.jpg,38000291210 | 5059319022550,,,
Kellogg's,Kellogg's,Manual review,Other / not mapped to a company,replace_with_other,Kellogg/Kellanova/WK Kellogg ownership is complex; avoid Manual review label by using Other for launch,snacks,France,FRANCE|UK_IE|US_CANADA,2,kellogg's,kellogg's,existing_company_brand_mapping_token_match,curated_mechanical_brand_alias,confirmed,"Frosted s'mores toaster pastries, frosted s'mores | Toaster pastries, wild! berry",Kellogg's,https://images.openfoodfacts.org/images/products/003/800/032/1108/front_en.18.400.jpg | https://images.openfoodfacts.org/images/products/003/800/032/4109/front_en.3.400.jpg,38000321108 | 38000324109,,,
lipton,lipton,Manual review,Other / not mapped to a company,replace_with_other,Lipton ownership/channel is complex; avoid Manual review label by using Other for launch,beverages,France,FRANCE|NORDICS,2,lipton,lipton,existing_company_brand_mapping_token_match,existing_company_brand_mapping_alias,confirmed,Thé Noir Finest Earl Grey Vrac | The,"Lipton, Unilever | Lipton",https://images.openfoodfacts.org/images/products/322/888/100/6936/front_fr.32.400.jpg | https://images.openfoodfacts.org/images/products/590/030/055/0258/front_pl.23.400.jpg,3228881006936 | 5900300550258,,,
lipton,lipton,Manual review,Other / not mapped to a company,replace_with_other,Lipton ownership/channel is complex; avoid Manual review label by using Other for launch,beverages,Cote D Ivoire,FRANCE,2,lipton,lipton,existing_company_brand_mapping_token_match,existing_company_brand_mapping_alias,confirmed,Lipton Yellow Label Tea | Lipton Clear Green Tea,Lipton,https://images.openfoodfacts.org/images/products/600/108/950/0317/front_fr.4.400.jpg | https://images.openfoodfacts.org/images/products/628/100/670/3858/front_fr.23.400.jpg,6001089500317 | 6281006703858,,,
lipton,lipton,Manual review,Other / not mapped to a company,replace_with_other,Lipton ownership/channel is complex; avoid Manual review label by using Other for launch,beverages,Belgium,BENELUX|FRANCE|DACH|SOUTHERN_EUROPE,2,lipton,lipton,existing_company_brand_mapping_token_match,existing_company_brand_mapping_alias,confirmed,Tea forest fruit | Kamille Te Pyramide 20pos Lipton,Lipton,https://images.openfoodfacts.org/images/products/731/039/085/5108/front_fr.48.400.jpg | https://images.openfoodfacts.org/images/products/872/270/008/9179/front_en.73.400.jpg,7310390855108 | 8722700089179,,,
Schweppes,Schweppes,Manual review,Other / not mapped to a company,replace_with_other,no conservative launch owner proposal; replace Manual review with Other unless Julia assigns a company,beverages,Canada,US_CANADA|FRANCE,2,schweppes,Schweppes,existing_company_brand_mapping_token_match,top9_portfolio_brand_alias,confirmed,Ginger Ale | Tonic Water - mini,Schweppes,https://images.openfoodfacts.org/images/products/001/660/001/0240/front_en.11.400.jpg | https://images.openfoodfacts.org/images/products/000/000/166/1238/front_en.8.400.jpg,16600010240 | 1661238,,,
starbucks,starbucks,Manual review,Starbucks,map_to_company,visible Starbucks brand; leave ownership/licensing detail for later,dairies,France,FRANCE|US_CANADA,2,starbucks,starbucks,first_off_brand_token_fallback,brand_entity_raw_fallback,fallback_unreviewed,"Pumpkin spice latte iced espresso beverage, pumpkin spice latte | Caramel",Starbucks,https://images.openfoodfacts.org/images/products/001/200/017/0157/front_fr.4.400.jpg | https://images.openfoodfacts.org/images/products/000/000/122/7107/front_en.22.400.jpg,12000170157 | 1227107,,,
starbucks,starbucks,Manual review,Starbucks,map_to_company,visible Starbucks brand; leave ownership/licensing detail for later,snacks,United Kingdom,UK_IE,2,starbucks,starbucks,first_off_brand_token_fallback,brand_entity_raw_fallback,fallback_unreviewed,Gluten Free Fruit & Nut Bar | ALL BUTTER SHORTBREAD BISCUITS,Starbucks,https://images.openfoodfacts.org/images/products/506/009/669/3239/front_en.3.400.jpg | https://images.openfoodfacts.org/images/products/076/211/149/0896/front_en.3.400.jpg,5060096693239 | 762111490896,,,
starbucks,starbucks,Manual review,Starbucks,map_to_company,visible Starbucks brand; leave ownership/licensing detail for later,dairies,Belgium,BENELUX|FRANCE|SOUTHERN_EUROPE,2,starbucks,starbucks,first_off_brand_token_fallback,brand_entity_raw_fallback,fallback_unreviewed,Starbucks Cappuccino | Caramel macchiato,Starbucks,https://images.openfoodfacts.org/images/products/571/195/300/7828/front_fr.46.400.jpg | https://images.openfoodfacts.org/images/products/576/046/699/5894/front_fr.69.400.jpg,5711953007828 | 5760466995894,,,
kettle brand,kettle brand,Manual review,Campbell Soup Company,map_to_company,known Kettle Brand owner for MVP launch,snacks,France,FRANCE|SOUTHERN_EUROPE|US_CANADA,1,kettle,kettle brand,existing_company_brand_mapping_token_match,existing_company_brand_mapping_alias,confirmed,Potato Chips Sea Salt,"Kettle, Kettle Brand",https://images.openfoodfacts.org/images/products/008/411/400/9982/front_en.8.400.jpg,84114009982,,,
kettle brand,kettle brand,Manual review,Campbell Soup Company,map_to_company,known Kettle Brand owner for MVP launch,snacks,Singapore,US_CANADA,1,kettle,kettle brand,existing_company_brand_mapping_token_match,existing_company_brand_mapping_alias,confirmed,Potato Chips Honey Dijon,"Kettle, Kettle Brand",https://images.openfoodfacts.org/images/products/008/411/403/0702/front_en.24.400.jpg,84114030702,,,
kettle brand,kettle brand,Manual review,Campbell Soup Company,map_to_company,known Kettle Brand owner for MVP launch,snacks,Mexico,US_CANADA,1,kettle,kettle brand,existing_company_brand_mapping_token_match,existing_company_brand_mapping_alias,confirmed,Potato Chips Backyard Barbeque,"Kettle, Kettle Brand",https://images.openfoodfacts.org/images/products/008/411/411/3917/front_en.20.400.jpg,84114113917,,,
kettle brand,kettle brand,Manual review,Campbell Soup Company,map_to_company,known Kettle Brand owner for MVP launch,snacks,Canada,US_CANADA,1,kettle,kettle brand,existing_company_brand_mapping_token_match,existing_company_brand_mapping_alias,confirmed,Potato Chips Low Sodium (Canada Only),"kettle, Kettle Brand",https://images.openfoodfacts.org/images/products/008/411/490/2801/front_en.19.400.jpg,84114902801,,,
casino,casino,Manual review,Casino Group,map_to_company,obvious French retailer/private-label banner,snacks,France,FRANCE|UK_IE,1,casino,casino,first_off_brand_token_fallback,brand_entity_raw_fallback,fallback_unreviewed,"Bonbons tendres goûts citron, orange, fraise, framboise, cassis",Casino,https://images.openfoodfacts.org/images/products/322/247/209/3862/front_fr.21.400.jpg,3222472093862,,,
casino,casino,Manual review,Casino Group,map_to_company,obvious French retailer/private-label banner,cereals,Belgium,BENELUX|FRANCE,1,casino,casino,first_off_brand_token_fallback,brand_entity_raw_fallback,fallback_unreviewed,"Melange de cereales, quinoa, boulgour",casino,,3222474714918,,,
casino,casino,Manual review,Casino Group,map_to_company,obvious French retailer/private-label banner,cereals,Democratic Republic Of The Congo,FRANCE,1,casino,casino,first_off_brand_token_fallback,brand_entity_raw_fallback,fallback_unreviewed,Flocons d'avoine,casino,https://images.openfoodfacts.org/images/products/322/247/571/2920/front_fr.57.400.jpg,3222475712920,,,
casino,casino,Manual review,Casino Group,map_to_company,obvious French retailer/private-label banner,snacks,France,FRANCE|SOUTHERN_EUROPE,1,casino,casino,first_off_brand_token_fallback,brand_entity_raw_fallback,fallback_unreviewed,Crackers cranberry et coco,Casino,https://images.openfoodfacts.org/images/products/322/247/663/3101/front_fr.23.400.jpg,3222476633101,,,
casino,casino,Manual review,Casino Group,map_to_company,obvious French retailer/private-label banner,cereals,Colombia,FRANCE,1,casino,casino,first_off_brand_token_fallback,brand_entity_raw_fallback,fallback_unreviewed,Muesli Croustillant Chocolat Caramel,Casino,https://images.openfoodfacts.org/images/products/322/247/692/6821/front_fr.12.400.jpg,3222476926821,,,
casino,casino,Manual review,Casino Group,map_to_company,obvious French retailer/private-label banner,beverages,France,FRANCE|SOUTHERN_EUROPE,1,casino,casino,first_off_brand_token_fallback,brand_entity_raw_fallback,fallback_unreviewed,Capsules Espresso Intenso,Casino,https://images.openfoodfacts.org/images/products/322/247/744/7745/front_it.3.400.jpg,3222477447745,,,
casino,casino,Manual review,Casino Group,map_to_company,obvious French retailer/private-label banner,beverages,United Kingdom,UK_IE,1,casino,casino,first_off_brand_token_fallback,brand_entity_raw_fallback,fallback_unreviewed,"100% pur jus orange,carotte,pomme, mangue",Casino,https://images.openfoodfacts.org/images/products/506/885/057/4237/front_en.3.400.jpg,5068850574237,,,
casino,casino,Manual review,Casino Group,map_to_company,obvious French retailer/private-label banner,snacks,Bolivia,FRANCE,1,casino,casino,first_off_brand_token_fallback,brand_entity_raw_fallback,fallback_unreviewed,Fresa Flow,"Casino,Victoria",https://images.openfoodfacts.org/images/products/775/024/305/2740/front_es.20.400.jpg,7750243052740,,,
Chocapic,Chocapic,Manual review,Cereal Partners Worldwide,map_to_company,Nestlé cereal brand handled via CPW,cereals,Chile,FRANCE,1,nestle,Chocapic,top9_portfolio_token_match,curated_mechanical_brand_alias,confirmed,Chocapic Trocitos,"Nestlé, Chocapic",https://images.openfoodfacts.org/images/products/200/000/004/5405/front_fr.10.400.jpg,2000000045405,,,
Chocapic,Chocapic,Manual review,Cereal Partners Worldwide,map_to_company,Nestlé cereal brand handled via CPW,snacks,France,FRANCE|SOUTHERN_EUROPE|DACH,1,nestle,Chocapic,top9_portfolio_token_match,curated_mechanical_brand_alias,confirmed,,"Nestlé, Chocapic",https://images.openfoodfacts.org/images/products/338/739/032/5768/front_fr.78.400.jpg,3387390325768,,,
Chocapic,Chocapic,Manual review,Cereal Partners Worldwide,map_to_company,Nestlé cereal brand handled via CPW,snacks,France,FRANCE|SOUTHERN_EUROPE,1,nestle,Chocapic,top9_portfolio_token_match,curated_mechanical_brand_alias,confirmed,Chocapic 🍫 strong In Chocolaté 🍫,"Nestlé, Chocapic",https://images.openfoodfacts.org/images/products/338/739/040/6849/front_en.198.400.jpg,3387390406849,,,
u,u,Manual review,Coopérative U,map_to_company,obvious French retailer/private-label banner,dairies,United States,US_CANADA,1,u,u,first_off_brand_token_fallback,brand_entity_raw_fallback,fallback_unreviewed,Brie pasteurisé,U,https://images.openfoodfacts.org/images/products/020/089/501/7194/front_en.4.400.jpg,200895017194,,,
u,u,Manual review,Coopérative U,map_to_company,obvious French retailer/private-label banner,beverages,France,FRANCE|UK_IE,1,u,u,first_off_brand_token_fallback,brand_entity_raw_fallback,fallback_unreviewed,"Vin AOP blanc Monbazillac Roc de Breyssac 37,5cl",U,https://images.openfoodfacts.org/images/products/325/622/036/7660/front_en.3.400.jpg,3256220367660,,,
u,u,Manual review,Coopérative U,map_to_company,obvious French retailer/private-label banner,cereals,France,FRANCE|DACH,1,u,u,first_off_brand_token_fallback,brand_entity_raw_fallback,fallback_unreviewed,"Pétales riz, blé complet et orge Chocolat Noir",U,https://images.openfoodfacts.org/images/products/325/622/542/8441/front_fr.127.400.jpg,3256225428441,,,
u,u,Manual review,Coopérative U,map_to_company,obvious French retailer/private-label banner,dairies,Austria,DACH|FRANCE,1,u,u,first_off_brand_token_fallback,brand_entity_raw_fallback,fallback_unreviewed,Mozzarella maxi au lait de vache pasteurisé 18%mg 250g,U,https://images.openfoodfacts.org/images/products/325/622/867/7617/front_fr.32.400.jpg,3256228677617,,,
u,u,Manual review,Coopérative U,map_to_company,obvious French retailer/private-label banner,snacks,France,FRANCE|SOUTHERN_EUROPE,1,u,u,first_off_brand_token_fallback,brand_entity_raw_fallback,fallback_unreviewed,Barre multigrano,"U, Unes",https://images.openfoodfacts.org/images/products/800/063/301/4629/front_it.14.400.jpg,8000633014629,,,
leclerc,leclerc,Manual review,E.Leclerc,map_to_company,obvious E.Leclerc retailer/private-label banner,beverages,France,FRANCE|DACH,1,leclerc,leclerc,first_off_brand_token_fallback,brand_entity_raw_fallback,fallback_unreviewed,Tiséa pomme citron vert,Leclerc,https://images.openfoodfacts.org/images/products/356/470/666/9598/front_fr.9.400.jpg,3564706669598,,,
leclerc,leclerc,Manual review,E.Leclerc,map_to_company,obvious E.Leclerc retailer/private-label banner,beverages,United Kingdom,UK_IE,1,leclerc,leclerc,first_off_brand_token_fallback,brand_entity_raw_fallback,fallback_unreviewed,hip pop,Leclerc,https://images.openfoodfacts.org/images/products/506/051/267/1544/front_en.3.400.jpg,5060512671544,,,
leclerc,leclerc,Manual review,E.Leclerc,map_to_company,obvious E.Leclerc retailer/private-label banner,snacks,Canada,US_CANADA,1,leclerc,leclerc,first_off_brand_token_fallback,brand_entity_raw_fallback,fallback_unreviewed,Biscuits bâtonnets - Chocolat au lait - Célébration,Leclerc,https://images.openfoodfacts.org/images/products/006/404/200/6772/front_fr.34.400.jpg,64042006772,,,
marque repere,marque repere,Manual review,E.Leclerc,map_to_company,obvious E.Leclerc private-label line,beverages,Andorra,FRANCE,1,marque repere,marque repere,existing_company_brand_mapping_token_match,existing_company_brand_mapping_alias,confirmed,,"Marque Repère, Tiséa",,356470002284904,,,
marque repere,marque repere,Manual review,E.Leclerc,map_to_company,obvious E.Leclerc private-label line,beverages,Algeria,FRANCE,1,marque repere,marque repere,existing_company_brand_mapping_token_match,existing_company_brand_mapping_alias,confirmed,Boisson au thé aromatisé mangue,"Marque Repère, Fresh Tea",https://images.openfoodfacts.org/images/products/356/470/070/2659/front_fr.13.400.jpg,3564700702659,,,
marque repere,marque repere,Manual review,E.Leclerc,map_to_company,obvious E.Leclerc private-label line,snacks,France,FRANCE|US_CANADA,1,marque repere,marque repere,existing_company_brand_mapping_token_match,existing_company_brand_mapping_alias,confirmed,Pains au chocolat x 12 - format familial,"Marque Repère, Épi d'Or",https://images.openfoodfacts.org/images/products/356/470/084/8999/front_en.54.400.jpg,3564700848999,,,
