normalized_brand,primary_brand_db,parent_company,ownership_resolution_status,category_scope,market_scope,region_codes_include,country_or_region,brand_mapping_source,source_note,review_decision,proposed_company_from_review,current_company_from_review,review_product_count,review_note,example_product_names,example_off_brands_raw,candidate_action,ownership_resolution_status_original,status_correction_note
Walkers,walkers,PepsiCo,direct,snacks,FRANCE|SOUTHERN_EUROPE|UK_IE,FRANCE|SOUTHERN_EUROPE|UK_IE,France,layer3_review_decision_20260824,explicit_company_mapping_from_layer3_review,map to PepsiCo,Manual review / complex ownership,Manual review / complex ownership,1,Known PepsiCo brand / regional alias missing from proposed mapping.,Max Flame Grilled Steak Crisps,Walkers,append_candidate,direct,
Walkers,walkers,PepsiCo,direct,snacks,SOUTHERN_EUROPE|DACH|US_CANADA,SOUTHERN_EUROPE|DACH|US_CANADA,Spain,layer3_review_decision_20260824,explicit_company_mapping_from_layer3_review,map to PepsiCo,Manual review / complex ownership,Manual review / complex ownership,1,Known PepsiCo brand / regional alias missing from proposed mapping.,SHORTBREAD ROUNDS GF 140G - WALKERS - 140g,Walkers,append_candidate,direct,
Walkers,walkers,PepsiCo,direct,snacks,SOUTHERN_EUROPE|UK_IE,SOUTHERN_EUROPE|UK_IE,Italy,layer3_review_decision_20260824,explicit_company_mapping_from_layer3_review,map to PepsiCo,Manual review / complex ownership,Manual review / complex ownership,1,Known PepsiCo brand / regional alias missing from proposed mapping.,Seriously Salt and Vinegar Crisps,Walkers,append_candidate,direct,
Walkers,walkers,PepsiCo,direct,snacks,SOUTHERN_EUROPE|UK_IE,SOUTHERN_EUROPE|UK_IE,Spain,layer3_review_decision_20260824,explicit_company_mapping_from_layer3_review,map to PepsiCo,Manual review / complex ownership,Manual review / complex ownership,1,Known PepsiCo brand / regional alias missing from proposed mapping.,Salt & Vinegar French Fries,Walkers,append_candidate,direct,
Walkers,walkers,PepsiCo,direct,snacks,UK_IE,UK_IE,Gibraltar,layer3_review_decision_20260824,explicit_company_mapping_from_layer3_review,map to PepsiCo,Manual review / complex ownership,Manual review / complex ownership,1,Known PepsiCo brand / regional alias missing from proposed mapping.,Marmite crisps,Walkers,append_candidate,direct,
Walkers,walkers,PepsiCo,direct,snacks,UK_IE,UK_IE,Guernsey,layer3_review_decision_20260824,explicit_company_mapping_from_layer3_review,map to PepsiCo,Manual review / complex ownership,Manual review / complex ownership,1,Known PepsiCo brand / regional alias missing from proposed mapping.,Squares Salt & Vinegar,Walkers,append_candidate,direct,
Walkers,walkers,PepsiCo,direct,snacks,UK_IE,UK_IE,Poland,layer3_review_decision_20260824,explicit_company_mapping_from_layer3_review,map to PepsiCo,Manual review / complex ownership,Manual review / complex ownership,1,Known PepsiCo brand / regional alias missing from proposed mapping.,Sensations Roasted Chicken & Thyme,Walkers,append_candidate,direct,
Walkers,walkers,PepsiCo,direct,snacks,UK_IE,UK_IE,South Africa,layer3_review_decision_20260824,explicit_company_mapping_from_layer3_review,map to PepsiCo,Manual review / complex ownership,Manual review / complex ownership,1,Known PepsiCo brand / regional alias missing from proposed mapping.,Stem Ginger Shortbread,Walkers,append_candidate,direct,
Walkers,walkers,PepsiCo,direct,snacks,US_CANADA|DACH|SOUTHERN_EUROPE,US_CANADA|DACH|SOUTHERN_EUROPE,Australia,layer3_review_decision_20260824,explicit_company_mapping_from_layer3_review,map to PepsiCo,Manual review / complex ownership,Manual review / complex ownership,1,Known PepsiCo brand / regional alias missing from proposed mapping.,Shortbread Fingers,Walker's,append_candidate,direct,
Walkers,walkers,PepsiCo,direct,snacks,US_CANADA|UK_IE,US_CANADA|UK_IE,Canada,layer3_review_decision_20260824,explicit_company_mapping_from_layer3_review,map to PepsiCo,Manual review / complex ownership,Manual review / complex ownership,1,Known PepsiCo brand / regional alias missing from proposed mapping.,Salt and vinegar,Walkers,append_candidate,direct,
after eight,after eight,Nestlé,direct,snacks,BENELUX|FRANCE,BENELUX|FRANCE,Belgium,layer3_review_decision_20260824,explicit_company_mapping_from_layer3_review,map to Nestlé,Other / not mapped to a company,Other / not mapped to a company,1,Known Nestlé brand / brand line missing from proposed company mapping.,AfterEight Noël,After Eight,append_candidate,direct,
after eight,after eight,Nestlé,direct,snacks,FRANCE|BENELUX|DACH,FRANCE|BENELUX|DACH,France,layer3_review_decision_20260824,explicit_company_mapping_from_layer3_review,map to Nestlé,Other / not mapped to a company,Other / not mapped to a company,1,Known Nestlé brand / brand line missing from proposed company mapping.,Fines feuilles de chocolat noir fourrées à la menthe,After Eight,append_candidate,direct,
after eight,after eight,Nestlé,direct,snacks,FRANCE|DACH,FRANCE|DACH,France,layer3_review_decision_20260824,explicit_company_mapping_from_layer3_review,map to Nestlé,Other / not mapped to a company,Other / not mapped to a company,1,Known Nestlé brand / brand line missing from proposed company mapping.,AFTER EIGHT chocolat intense menthe,After Eight,append_candidate,direct,
after eight,after eight,Nestlé,direct,snacks,FRANCE|SOUTHERN_EUROPE,FRANCE|SOUTHERN_EUROPE,France,layer3_review_decision_20260824,explicit_company_mapping_from_layer3_review,map to Nestlé,Other / not mapped to a company,Other / not mapped to a company,1,Known Nestlé brand / brand line missing from proposed company mapping.,Chocolate After eight sabor menta,After eight,append_candidate,direct,
after eight,after eight,Nestlé,direct,snacks,UK_IE,UK_IE,United Kingdom,layer3_review_decision_20260824,explicit_company_mapping_from_layer3_review,map to Nestlé,Other / not mapped to a company,Other / not mapped to a company,1,Known Nestlé brand / brand line missing from proposed company mapping.,Winter fondants,After eight,append_candidate,direct,
agir carrefour,agir carrefour,Carrefour,direct,beverages,FRANCE,FRANCE,France,layer3_review_decision_20260824,explicit_company_mapping_from_layer3_review,map to Carrefour,Other / not mapped to a company,Other / not mapped to a company,1,"Carrefour brand/private-label/store-format row; brand entity should stay as normalized_brand, parent_company should be Carrefour.",Boisson au Soja chocolat,"Agir Carrefour, Agir Carrefour nutrition, CMI (Carrefour Marchandises Internationales), Groupe Carrefour",append_candidate,direct,
aldi,aldi,Aldi,direct,beverages,DACH|FRANCE,DACH|FRANCE,Austria,layer3_review_decision_20260824,explicit_company_mapping_from_layer3_review,map to Aldi,Manual review / complex ownership,Manual review / complex ownership,1,Obvious Aldi retailer/private-label brand line.,Birra,Aldi,append_candidate,direct,
aldi,aldi,Aldi,direct,beverages,FRANCE|UK_IE,FRANCE|UK_IE,France,layer3_review_decision_20260824,explicit_company_mapping_from_layer3_review,map to Aldi,Manual review / complex ownership,Manual review / complex ownership,1,Obvious Aldi retailer/private-label brand line.,Lemon juice,Aldi,append_candidate,direct,
aldi,aldi,Aldi,direct,beverages,FRANCE|US_CANADA,FRANCE|US_CANADA,France,layer3_review_decision_20260824,explicit_company_mapping_from_layer3_review,map to Aldi,Manual review / complex ownership,Manual review / complex ownership,1,Obvious Aldi retailer/private-label brand line.,"Black cherry sparkling water beverage, black cherry",Aldi,append_candidate,direct,
aldi,aldi,Aldi,direct,cereals,DACH|UK_IE,DACH|UK_IE,Germany,layer3_review_decision_20260824,explicit_company_mapping_from_layer3_review,map to Aldi,Manual review / complex ownership,Manual review / complex ownership,1,Obvious Aldi retailer/private-label brand line.,Frosted Flakes,Aldi,append_candidate,direct,
aldi,aldi,Aldi,direct,cereals,FRANCE|NORDICS,FRANCE|NORDICS,France,layer3_review_decision_20260824,explicit_company_mapping_from_layer3_review,map to Aldi,Manual review / complex ownership,Manual review / complex ownership,1,Obvious Aldi retailer/private-label brand line.,Zimt Chips,Aldi,append_candidate,direct,
aldi,aldi,Aldi,direct,cereals,SOUTHERN_EUROPE|US_CANADA,SOUTHERN_EUROPE|US_CANADA,Spain,layer3_review_decision_20260824,explicit_company_mapping_from_layer3_review,map to Aldi,Manual review / complex ownership,Manual review / complex ownership,1,Obvious Aldi retailer/private-label brand line.,Copos de avena integral bio,Aldi,append_candidate,direct,
aldi,aldi,Aldi,direct,cereals,UK_IE,UK_IE,Ireland,layer3_review_decision_20260824,explicit_company_mapping_from_layer3_review,map to Aldi,Manual review / complex ownership,Manual review / complex ownership,1,Obvious Aldi retailer/private-label brand line.,Protein Granola Berries,Aldi,append_candidate,direct,
aldi,aldi,Aldi,direct,dairies,DACH|FRANCE,DACH|FRANCE,Austria,layer3_review_decision_20260824,explicit_company_mapping_from_layer3_review,map to Aldi,Manual review / complex ownership,Manual review / complex ownership,1,Obvious Aldi retailer/private-label brand line.,"Reibekäse, Edamer & Tisilter, Zum überbacken",Aldi,append_candidate,direct,
aldi,aldi,Aldi,direct,dairies,FRANCE,FRANCE,Australia,layer3_review_decision_20260824,explicit_company_mapping_from_layer3_review,map to Aldi,Manual review / complex ownership,Manual review / complex ownership,1,Obvious Aldi retailer/private-label brand line.,Lait Entier,"Aldi, Milsani",append_candidate,direct,
aldi,aldi,Aldi,direct,dairies,FRANCE|US_CANADA,FRANCE|US_CANADA,France,layer3_review_decision_20260824,explicit_company_mapping_from_layer3_review,map to Aldi,Manual review / complex ownership,Manual review / complex ownership,1,Obvious Aldi retailer/private-label brand line.,"Rich & creamy heavy whipping cream, rich & creamy",Aldi,append_candidate,direct,
aldi,aldi,Aldi,direct,dairies,SOUTHERN_EUROPE|UK_IE,SOUTHERN_EUROPE|UK_IE,Spain,layer3_review_decision_20260824,explicit_company_mapping_from_layer3_review,map to Aldi,Manual review / complex ownership,Manual review / complex ownership,1,Obvious Aldi retailer/private-label brand line.,British Skimmed Milk,"Aldi,Cowbelle",append_candidate,direct,
aldi,aldi,Aldi,direct,dairies,UK_IE,UK_IE,Australia,layer3_review_decision_20260824,explicit_company_mapping_from_layer3_review,map to Aldi,Manual review / complex ownership,Manual review / complex ownership,1,Obvious Aldi retailer/private-label brand line.,Fromage Frais,"Aldi,Everyday Essentials",append_candidate,direct,
aldi,aldi,Aldi,direct,dairies,UK_IE,UK_IE,Hungary,layer3_review_decision_20260824,explicit_company_mapping_from_layer3_review,map to Aldi,Manual review / complex ownership,Manual review / complex ownership,1,Obvious Aldi retailer/private-label brand line.,,"Aldi, Enjoy Free!",append_candidate,direct,
aldi,aldi,Aldi,direct,snacks,DACH|FRANCE,DACH|FRANCE,Austria,layer3_review_decision_20260824,explicit_company_mapping_from_layer3_review,map to Aldi,Manual review / complex ownership,Manual review / complex ownership,1,Obvious Aldi retailer/private-label brand line.,Schokolade 85% Cocoa,"Aldi, Choceur",append_candidate,direct,
aldi,aldi,Aldi,direct,snacks,FRANCE|SOUTHERN_EUROPE,FRANCE|SOUTHERN_EUROPE,France,layer3_review_decision_20260824,explicit_company_mapping_from_layer3_review,map to Aldi,Manual review / complex ownership,Manual review / complex ownership,1,Obvious Aldi retailer/private-label brand line.,Chocolate chip cookies,"Aldi,Trader Joe's",append_candidate,direct,
aldi,aldi,Aldi,direct,snacks,SOUTHERN_EUROPE|UK_IE,SOUTHERN_EUROPE|UK_IE,Spain,layer3_review_decision_20260824,explicit_company_mapping_from_layer3_review,map to Aldi,Manual review / complex ownership,Manual review / complex ownership,1,Obvious Aldi retailer/private-label brand line.,Custard Creams,"Aldi,Belmont",append_candidate,direct,
aldi,aldi,Aldi,direct,snacks,UK_IE,UK_IE,India,layer3_review_decision_20260824,explicit_company_mapping_from_layer3_review,map to Aldi,Manual review / complex ownership,Manual review / complex ownership,1,Obvious Aldi retailer/private-label brand line.,Handmade Chocolate Orange Honeycomb,Aldi,append_candidate,direct,
aldi appetitos,aldi appetitos,Aldi,direct,snacks,US_CANADA,US_CANADA,United States,layer3_review_decision_20260824,explicit_company_mapping_from_layer3_review,map to Aldi,Other / not mapped to a company,Other / not mapped to a company,1,Obvious Aldi retailer/private-label brand line.,Pepper jack pretzel bites,Aldi-Appetitos,append_candidate,direct,
aldi aqua vale,aldi aqua vale,Aldi,direct,beverages,UK_IE,UK_IE,United Kingdom,layer3_review_decision_20260824,explicit_company_mapping_from_layer3_review,map to Aldi,Other / not mapped to a company,Other / not mapped to a company,1,Obvious Aldi retailer/private-label brand line.,Sparkling water,Aldi - Aqua Vale,append_candidate,direct,
aldi bio,aldi bio,Aldi,direct,snacks,FRANCE,FRANCE,France,layer3_review_decision_20260824,explicit_company_mapping_from_layer3_review,map to Aldi,Other / not mapped to a company,Manual review / complex ownership,1,Obvious Aldi retailer/private-label brand line.,Sweet patato chips,"Aldi Bio,Aldi",append_candidate,direct,
aldi biscotto,aldi biscotto,Aldi,direct,snacks,FRANCE,FRANCE,France,layer3_review_decision_20260824,explicit_company_mapping_from_layer3_review,map to Aldi,Other / not mapped to a company,Manual review / complex ownership,1,Obvious Aldi retailer/private-label brand line.,Biscuits fourrés pâte à tartiner noisettes cacao maigre,ALDI biscotto,append_candidate,direct,
aldi bon appetit,aldi bon appetit,Aldi,direct,snacks,UK_IE,UK_IE,United Kingdom,layer3_review_decision_20260824,explicit_company_mapping_from_layer3_review,map to Aldi,Other / not mapped to a company,Other / not mapped to a company,1,Obvious Aldi retailer/private-label brand line.,Chocolate Chip Brioche Swirls,Aldi - Bon Appétit,append_candidate,direct,
aldi brooklea,aldi brooklea,Aldi,direct,dairies,UK_IE,UK_IE,United Kingdom,layer3_review_decision_20260824,explicit_company_mapping_from_layer3_review,map to Aldi,Other / not mapped to a company,Manual review / complex ownership,1,Obvious Aldi retailer/private-label brand line.,Brooklea Greek Yoghurt with Honey,Aldi Brooklea,append_candidate,direct,
aldi choceur milk hazlenut,aldi choceur milk hazlenut,Aldi,direct,snacks,UK_IE,UK_IE,United Kingdom,layer3_review_decision_20260824,explicit_company_mapping_from_layer3_review,map to Aldi,Other / not mapped to a company,Manual review / complex ownership,1,Obvious Aldi retailer/private-label brand line.,,Aldi Choceur Milk Hazlenut,append_candidate,direct,
aldi cold press,aldi cold press,Aldi,direct,beverages,UK_IE,UK_IE,United Kingdom,layer3_review_decision_20260824,explicit_company_mapping_from_layer3_review,map to Aldi,Other / not mapped to a company,Manual review / complex ownership,1,Obvious Aldi retailer/private-label brand line.,Kiwi Apple Cucumber Spinach Lemon Ginger,Aldi Cold Press,append_candidate,direct,
aldi dessert menu,aldi dessert menu,Aldi,direct,dairies,UK_IE,UK_IE,United Kingdom,layer3_review_decision_20260824,explicit_company_mapping_from_layer3_review,map to Aldi,Other / not mapped to a company,Manual review / complex ownership,1,Obvious Aldi retailer/private-label brand line.,Créme Brûlée,Aldi Dessert Menu,append_candidate,direct,
aldi dessert menu,aldi dessert menu,Aldi,direct,snacks,UK_IE|US_CANADA,UK_IE|US_CANADA,United Kingdom,layer3_review_decision_20260824,explicit_company_mapping_from_layer3_review,map to Aldi,Other / not mapped to a company,Manual review / complex ownership,1,Obvious Aldi retailer/private-label brand line.,"Churros (Per 2 With Cinnamon, Sugar, and Sauce)",Aldi Dessert Menu,append_candidate,direct,
aldi diolomat,aldi diolomat,Aldi,direct,beverages,UK_IE,UK_IE,United Kingdom,layer3_review_decision_20260824,explicit_company_mapping_from_layer3_review,map to Aldi,Other / not mapped to a company,Manual review / complex ownership,1,Obvious Aldi retailer/private-label brand line.,Biscuit Tea Jaffa,Aldi Diolomat,append_candidate,direct,
aldi einkauf gmbh and compagnie ohg,aldi einkauf gmbh and compagnie ohg,Aldi,direct,beverages,FRANCE,FRANCE,France,layer3_review_decision_20260824,explicit_company_mapping_from_layer3_review,map to Aldi,Other / not mapped to a company,Other / not mapped to a company,1,Obvious Aldi retailer/private-label brand line.,Thé vert au citron aromatisé,"Aldi Einkauf GmbH & Compagnie-oHG, Westminster",append_candidate,direct,
aldi einkauf gmbh and compagnie ohg,aldi einkauf gmbh and compagnie ohg,Aldi,direct,dairies,BENELUX|FRANCE,BENELUX|FRANCE,Belgium,layer3_review_decision_20260824,explicit_company_mapping_from_layer3_review,map to Aldi,Other / not mapped to a company,Other / not mapped to a company,1,Obvious Aldi retailer/private-label brand line.,Gouda jeune 48 7 tranches,"Aldi Einkauf GmbH & Compagnie-oHG, Molenland",append_candidate,direct,
aldi einkauf gmbh and compagnie ohg,aldi einkauf gmbh and compagnie ohg,Aldi,direct,dairies,FRANCE,FRANCE,Australia,layer3_review_decision_20260824,explicit_company_mapping_from_layer3_review,map to Aldi,Other / not mapped to a company,Other / not mapped to a company,1,Obvious Aldi retailer/private-label brand line.,Creme liquide 30%,"Aldi Einkauf GmbH & Compagnie-oHG, Milsani",append_candidate,direct,
aldi einkauf gmbh and compagnie ohg,aldi einkauf gmbh and compagnie ohg,Aldi,direct,snacks,FRANCE,FRANCE,France,layer3_review_decision_20260824,explicit_company_mapping_from_layer3_review,map to Aldi,Other / not mapped to a company,Other / not mapped to a company,1,Obvious Aldi retailer/private-label brand line.,Chip's à l'ancienne Nature,"Aldi Einkauf GmbH & Compagnie-oHG, Pirato",append_candidate,direct,
aldi einkauf gmbh compagnieohg,aldi einkauf gmbh compagnieohg,Aldi,direct,snacks,FRANCE,FRANCE,France,layer3_review_decision_20260824,explicit_company_mapping_from_layer3_review,map to Aldi,Other / not mapped to a company,Manual review / complex ownership,1,Obvious Aldi retailer/private-label brand line.,Chips Salées,"Aldi Einkauf Gmbh Compagnieohg, Pirato, Roger Roger",append_candidate,direct,
aldi everyday essentials,aldi everyday essentials,Aldi,direct,beverages,UK_IE,UK_IE,United Kingdom,layer3_review_decision_20260824,explicit_company_mapping_from_layer3_review,map to Aldi,Other / not mapped to a company,Manual review / complex ownership,1,Obvious Aldi retailer/private-label brand line.,Sweetened Soya Milk,Aldi Everyday Essentials,append_candidate,direct,
aldi everyday essentials,aldi everyday essentials,Aldi,direct,dairies,UK_IE,UK_IE,United Kingdom,layer3_review_decision_20260824,explicit_company_mapping_from_layer3_review,map to Aldi,Other / not mapped to a company,Manual review / complex ownership,1,Obvious Aldi retailer/private-label brand line.,Essentials STRENGIN MILD & SCOTTISH MILD 1 CREAMY,aldi everyday essentials,append_candidate,direct,
aldi everyday essentials,aldi everyday essentials,Aldi,direct,snacks,DACH|UK_IE,DACH|UK_IE,Germany,layer3_review_decision_20260824,explicit_company_mapping_from_layer3_review,map to Aldi,Other / not mapped to a company,Manual review / complex ownership,1,Obvious Aldi retailer/private-label brand line.,Chocolate chip cookies,Aldi Everyday Essentials,append_candidate,direct,
aldi fit and active,aldi fit and active,Aldi,direct,snacks,US_CANADA,US_CANADA,United States,layer3_review_decision_20260824,explicit_company_mapping_from_layer3_review,map to Aldi,Other / not mapped to a company,Other / not mapped to a company,1,Obvious Aldi retailer/private-label brand line.,Lightly Salted Rice Cakes,"Aldi Fit & Active, Aldi, Fit&Active",append_candidate,direct,
aldi golden bridge,aldi golden bridge,Aldi,direct,cereals,US_CANADA,US_CANADA,United States,layer3_review_decision_20260824,explicit_company_mapping_from_layer3_review,map to Aldi,Other / not mapped to a company,Manual review / complex ownership,1,Obvious Aldi retailer/private-label brand line.,Muesli Croustillant Fraise,ALDI Golden Bridge,append_candidate,direct,
aldi gourmet,aldi gourmet,Aldi,direct,dairies,US_CANADA,US_CANADA,United States,layer3_review_decision_20260824,explicit_company_mapping_from_layer3_review,map to Aldi,Other / not mapped to a company,Manual review / complex ownership,1,Obvious Aldi retailer/private-label brand line.,HABANERO JACK Monterey Jack Cheese with Habanero & Jalapeno Peppers for Snacking,ALDI Gourmet,append_candidate,direct,
aldi mamia,aldi mamia,Aldi,direct,snacks,UK_IE,UK_IE,United Kingdom,layer3_review_decision_20260824,explicit_company_mapping_from_layer3_review,map to Aldi,Other / not mapped to a company,Manual review / complex ownership,1,Obvious Aldi retailer/private-label brand line.,Banana oaty bars,Aldi Mamia,append_candidate,direct,
aldi meine kasetheke,aldi meine kasetheke,Aldi,direct,dairies,FRANCE|DACH,FRANCE|DACH,France,layer3_review_decision_20260824,explicit_company_mapping_from_layer3_review,map to Aldi,Other / not mapped to a company,Manual review / complex ownership,1,Obvious Aldi retailer/private-label brand line.,ALDI MEINE KÄSETHEKE Käse Österreichische Käsespezialität Tiroler Bergzirler 200g Aus der Kühlung 2.49€ 1 Stück 1kg 14.90€,"ALDI MEINE KÄSETHEKE, Hofburger, Meine Käsetheke, ALDI MEINE KÄSETHEKE Käse",append_candidate,direct,
aldi milsactiv,aldi milsactiv,Aldi,direct,dairies,FRANCE|DACH,FRANCE|DACH,France,layer3_review_decision_20260824,explicit_company_mapping_from_layer3_review,map to Aldi,Other / not mapped to a company,Other / not mapped to a company,1,Obvious Aldi retailer/private-label brand line.,Yoghurtdrink,Aldi - MilsActiv,append_candidate,direct,
aldi milsani,aldi milsani,Aldi,direct,dairies,FRANCE|BENELUX,FRANCE|BENELUX,France,layer3_review_decision_20260824,explicit_company_mapping_from_layer3_review,map to Aldi,Other / not mapped to a company,Manual review / complex ownership,1,Obvious Aldi retailer/private-label brand line.,Magere Franse kwark | Naturel,Aldi Milsani,append_candidate,direct,
aldi own brand,aldi own brand,Aldi,direct,dairies,UK_IE,UK_IE,United Kingdom,layer3_review_decision_20260824,explicit_company_mapping_from_layer3_review,map to Aldi,Other / not mapped to a company,Manual review / complex ownership,1,Obvious Aldi retailer/private-label brand line.,west country butter,Aldi own brand,append_candidate,direct,
aldi pfanner,aldi pfanner,Aldi,direct,beverages,FRANCE|DACH,FRANCE|DACH,Czech Republic,layer3_review_decision_20260824,explicit_company_mapping_from_layer3_review,map to Aldi,Other / not mapped to a company,Manual review / complex ownership,1,Obvious Aldi retailer/private-label brand line.,Saft Heidelbeere Mirtillo,"ALDI PFANNER, Pfanner, ALDI PFANNER Fruchtsaftgetränk",append_candidate,direct,
aldi sans gluten,aldi sans gluten,Aldi,direct,snacks,FRANCE,FRANCE,France,layer3_review_decision_20260824,explicit_company_mapping_from_layer3_review,map to Aldi,Other / not mapped to a company,Manual review / complex ownership,1,Obvious Aldi retailer/private-label brand line.,Mes p'tits secrets biscuit chocolat au lait,Aldi Sans Gluten,append_candidate,direct,
aldi selection,aldi selection,Aldi,direct,dairies,US_CANADA,US_CANADA,United States,layer3_review_decision_20260824,explicit_company_mapping_from_layer3_review,map to Aldi,Other / not mapped to a company,Manual review / complex ownership,1,Obvious Aldi retailer/private-label brand line.,shredded PARMESAN CHEESE,ALDI SELECTION,append_candidate,direct,
aldi specially selected,aldi specially selected,Aldi,direct,snacks,FRANCE,FRANCE,France,layer3_review_decision_20260824,explicit_company_mapping_from_layer3_review,map to Aldi,Other / not mapped to a company,Manual review / complex ownership,1,Obvious Aldi retailer/private-label brand line.,Mixed Mint Drops,Aldi Specially Selected,append_candidate,direct,
aldi specially selected,aldi specially selected,Aldi,direct,snacks,UK_IE,UK_IE,Ireland,layer3_review_decision_20260824,explicit_company_mapping_from_layer3_review,map to Aldi,Other / not mapped to a company,Manual review / complex ownership,1,Obvious Aldi retailer/private-label brand line.,Gourmet Rosemary Savoury Crackers,Aldi Specially Selected,append_candidate,direct,
aldi sud,aldi sud,Aldi,direct,snacks,FRANCE|DACH,FRANCE|DACH,France,layer3_review_decision_20260824,explicit_company_mapping_from_layer3_review,map to Aldi,Other / not mapped to a company,Manual review / complex ownership,1,Obvious Aldi retailer/private-label brand line.,Digestives,ALDI Süd,append_candidate,direct,
aldi the deli,aldi the deli,Aldi,direct,dairies,UK_IE,UK_IE,United Kingdom,layer3_review_decision_20260824,explicit_company_mapping_from_layer3_review,map to Aldi,Other / not mapped to a company,Manual review / complex ownership,1,Obvious Aldi retailer/private-label brand line.,Chorizo and gouda,Aldi The deli,append_candidate,direct,
aldi uk,aldi uk,Aldi,direct,snacks,UK_IE,UK_IE,United Kingdom,layer3_review_decision_20260824,explicit_company_mapping_from_layer3_review,map to Aldi,Other / not mapped to a company,Manual review / complex ownership,1,Obvious Aldi retailer/private-label brand line.,Empower Fruit Flavour Sweeys,Aldi Uk,append_candidate,direct,
auchan,auchan,Auchan,direct,beverages,BENELUX|FRANCE|DACH,BENELUX|FRANCE|DACH,Belgium,layer3_review_decision_20260824,explicit_company_mapping_from_layer3_review,map to Auchan,Manual review / complex ownership,Manual review / complex ownership,1,Obvious Auchan retailer/private-label brand line.,100% Pur jus Orangesans pulpeRiche en vitamines CSans sucres ajoutés** Comme tous les jus de fruits. Contient les sucres naturellement présents dans les fruits.,Auchan,append_candidate,direct,
auchan,auchan,Auchan,direct,beverages,FRANCE|BENELUX,FRANCE|BENELUX,France,layer3_review_decision_20260824,explicit_company_mapping_from_layer3_review,map to Auchan,Manual review / complex ownership,Manual review / complex ownership,1,Obvious Auchan retailer/private-label brand line.,Pur Jus d'ananas,"Auchan,Auchan Production,Groupe Auchan",append_candidate,direct,
auchan,auchan,Auchan,direct,beverages,FRANCE|US_CANADA,FRANCE|US_CANADA,France,layer3_review_decision_20260824,explicit_company_mapping_from_layer3_review,map to Auchan,Manual review / complex ownership,Manual review / complex ownership,1,Obvious Auchan retailer/private-label brand line.,Apéritif anisé sans alcool - Boisson à l'extrait naturel d'anis,"Auchan, Canebiere",append_candidate,direct,
auchan,auchan,Auchan,direct,cereals,BENELUX|FRANCE|SOUTHERN_EUROPE,BENELUX|FRANCE|SOUTHERN_EUROPE,Belgium,layer3_review_decision_20260824,explicit_company_mapping_from_layer3_review,map to Auchan,Manual review / complex ownership,Manual review / complex ownership,1,Obvious Auchan retailer/private-label brand line.,Mielnuts,Auchan,append_candidate,direct,
auchan,auchan,Auchan,direct,cereals,FRANCE|SOUTHERN_EUROPE|DACH,FRANCE|SOUTHERN_EUROPE|DACH,France,layer3_review_decision_20260824,explicit_company_mapping_from_layer3_review,map to Auchan,Manual review / complex ownership,Manual review / complex ownership,1,Obvious Auchan retailer/private-label brand line.,Croustillant livret graines de courge,Auchan,append_candidate,direct,
auchan,auchan,Auchan,direct,dairies,DACH|US_CANADA,DACH|US_CANADA,Germany,layer3_review_decision_20260824,explicit_company_mapping_from_layer3_review,map to Auchan,Manual review / complex ownership,Manual review / complex ownership,1,Obvious Auchan retailer/private-label brand line.,Queijo,Auchan,append_candidate,direct,
auchan,auchan,Auchan,direct,dairies,FRANCE,FRANCE,Algeria,layer3_review_decision_20260824,explicit_company_mapping_from_layer3_review,map to Auchan,Manual review / complex ownership,Manual review / complex ownership,1,Obvious Auchan retailer/private-label brand line.,Raclette aux graines de moutarde,Auchan,append_candidate,direct,
auchan,auchan,Auchan,direct,dairies,FRANCE|BENELUX|SOUTHERN_EUROPE,FRANCE|BENELUX|SOUTHERN_EUROPE,France,layer3_review_decision_20260824,explicit_company_mapping_from_layer3_review,map to Auchan,Manual review / complex ownership,Manual review / complex ownership,1,Obvious Auchan retailer/private-label brand line.,Mozzarella,Auchan,append_candidate,direct,
auchan,auchan,Auchan,direct,dairies,SOUTHERN_EUROPE|US_CANADA,SOUTHERN_EUROPE|US_CANADA,Portugal,layer3_review_decision_20260824,explicit_company_mapping_from_layer3_review,map to Auchan,Manual review / complex ownership,Manual review / complex ownership,1,Obvious Auchan retailer/private-label brand line.,Queijo Fresco Para Barrar,Auchan,append_candidate,direct,
auchan,auchan,Auchan,direct,dairies,US_CANADA,US_CANADA,United States,layer3_review_decision_20260824,explicit_company_mapping_from_layer3_review,map to Auchan,Manual review / complex ownership,Manual review / complex ownership,1,Obvious Auchan retailer/private-label brand line.,Burrata,Auchan,append_candidate,direct,
auchan,auchan,Auchan,direct,snacks,FRANCE|BENELUX|SOUTHERN_EUROPE,FRANCE|BENELUX|SOUTHERN_EUROPE,France,layer3_review_decision_20260824,explicit_company_mapping_from_layer3_review,map to Auchan,Manual review / complex ownership,Manual review / complex ownership,1,Obvious Auchan retailer/private-label brand line.,Palets bretons pur beurre,Auchan,append_candidate,direct,
auchan baby bio,auchan baby bio,Auchan,direct,dairies,FRANCE,FRANCE,France,layer3_review_decision_20260824,explicit_company_mapping_from_layer3_review,map to Auchan,Other / not mapped to a company,Manual review / complex ownership,1,Obvious Auchan retailer/private-label brand line.,"Pomme de terre, ricotta, pâtes et épinard",Auchan Baby Bio,append_candidate,direct,
