query_category,observed_market_region_codes,current_primary_brand,proposed_primary_brand,detected_portfolio_group,detection_source,detection_reason,record_count,example_product_names,example_raw_brands
dairies,US_CANADA,danone,activia,Danone,top_company_portfolio_matrix_product_name,current primary brand is parent/company token; portfolio brand appears in product name,1,Activia + Peach,danone
dairies,US_CANADA,danone,dannon,Danone,top_company_portfolio_matrix_product_name,current primary brand is parent/company token; portfolio brand appears in product name,1,Dannon strawberry,danone
beverages,FRANCE,nestle,nestum,,top_company_portfolio_matrix_off_brands,current primary brand is parent/company token; another OFF brand token needs brand-level review,1,Nestum 3-in-1 Cereal Milk Drink Original - 18X28G,nestle nestum
dairies,US_CANADA,nestle,nesquik,,top_company_portfolio_matrix_off_brands,current primary brand is parent/company token; another OFF brand token needs brand-level review,1,Protein Milk Beverage,nestlé nesquik
beverages,FRANCE,nestle,health energie,,top_company_portfolio_matrix_off_brands,current primary brand is parent/company token; another OFF brand token needs brand-level review,1,Clinutren Énergie,nestlé health énergie
beverages,FRANCE,nestle,health science,,top_company_portfolio_matrix_off_brands,current primary brand is parent/company token; another OFF brand token needs brand-level review,1,Oral impact,nestlé health science
beverages,FRANCE,nestle,kitkat,Nestlé,top_company_portfolio_matrix_off_brands,current primary brand is parent/company token; portfolio brand appears in OFF brands field,1,Nestle Kitkat 2017 Green Tea Matcha With Tea Leaves Japan,"nestlé, kitkat"
beverages,FRANCE,nestle,la laitiere,,top_company_portfolio_matrix_off_brands,current primary brand is parent/company token; another OFF brand token needs brand-level review,1,Nesquick Stick,nestle la laitiere
beverages,FRANCE,nestle,lion,Nestlé,top_company_portfolio_matrix_off_brands,current primary brand is parent/company token; portfolio brand appears in OFF brands field,1,Chocolat lion,"nestlé, lion"
beverages,FRANCE,nestle,lion,Nestlé,top_company_portfolio_matrix_product_name,current primary brand is parent/company token; portfolio brand appears in product name,1,Chocolat en poudre lion,nestlé
beverages,FRANCE,nestle,lipton,,top_company_portfolio_matrix_off_brands,current primary brand is parent/company token; another OFF brand token needs brand-level review,1,Lipton Infusion Rooibos Vanille 12 Capsules Compatibles Dolce Gusto®,"nestlé, lipton"
beverages,FRANCE,nestle,maggi,Nestlé,top_company_portfolio_matrix_off_brands,current primary brand is parent/company token; portfolio brand appears in OFF brands field,1,MAGGI Soupe déshydratée Halal Chorba 110g en boite,"nestlé,chorba,maggi"
beverages,FRANCE,medium single origin coffee colombia,medium single origin coffee colombia,,no_change,no more-specific Top 9 portfolio brand detected,1,STARBUCKS By NESPRESSO Colombia 36 capsules,"medium single origin coffee colombia, starbucks"
beverages,FRANCE,milka,milka,,no_change,no more-specific Top 9 portfolio brand detected,1,Milka,"milka, mondelez"
beverages,FRANCE,minute maid,minute maid,,no_change,no more-specific Top 9 portfolio brand detected,1,Jus D'orange,"minute maid, the coca cola company"
beverages,FRANCE,mirinda,mirinda,,no_change,no more-specific Top 9 portfolio brand detected,1,Mirinda Boisson gazeuse goût citron 2 L,"mirinda, pepsico"
dairies,US_CANADA,nestle coffee mate,nestle coffee mate,,no_change,no more-specific Top 9 portfolio brand detected,1,Creamer,nestle coffee-mate
dairies,US_CANADA,oikos,dannon,Danone,top_company_portfolio_matrix_off_brands,known portfolio brand appears in OFF brands field,1,Oikos triple zero blended Greek yogurt vanilla,"oikos,danone,dannon"
dairies,US_CANADA,silk,silk,,no_change,no more-specific Top 9 portfolio brand detected,1,Almondmilk Original,"silk, danone"
snacks,BENELUX|FRANCE,nestle,perugina,,top_company_portfolio_matrix_off_brands,current primary brand is parent/company token; another OFF brand token needs brand-level review,1,Chocolate con leche y almendras,"nestlé, perugina"
snacks,BENELUX|FRANCE,nestle,smarties mini,,top_company_portfolio_matrix_off_brands,current primary brand is parent/company token; another OFF brand token needs brand-level review,1,SMARTIES Edition Noël Mini Boîtes 216g,"nestlé, smarties mini"
snacks,BENELUX|FRANCE,nestle,yes,,top_company_portfolio_matrix_off_brands,current primary brand is parent/company token; another OFF brand token needs brand-level review,1,YES! Cranberries et Chocolat Noir,"nestlé, yes!"
snacks,BENELUX|FRANCE,pepsico,quaker,PepsiCo,top_company_portfolio_matrix_off_brands,current primary brand is parent/company token; portfolio brand appears in OFF brands field,1,Havermout flocons d'avoine,"pepsico, quaker"
dairies,US_CANADA|FRANCE,mcdonalds,mcdonalds,,no_change,no more-specific Top 9 portfolio brand detected,1,"McCafe Frappe Caramel Coffee Bottle, 13.7 fl oz","mcdonald's, the coca-cola company"
dairies,US_CANADA|FRANCE,nestle,nestle,,no_change,no more-specific Top 9 portfolio brand detected,1,Colorant à Café,nestlé
dairies,US_CANADA|FRANCE,starbucks,starbucks,,no_change,no more-specific Top 9 portfolio brand detected,1,Yogurt parfait,starbucks
snacks,BENELUX|FRANCE,belvita,belvita,,no_change,no more-specific Top 9 portfolio brand detected,1,Petit déjeuner pépites chocolat,"belvita,lu,mondelez"
snacks,BENELUX|FRANCE,coca cola,coca cola,,no_change,no more-specific Top 9 portfolio brand detected,1,Coca Cola Original taste,coca-cola
snacks,BENELUX|FRANCE,doritos,doritos,,no_change,no more-specific Top 9 portfolio brand detected,1,Nachos fromage/piment fort,"doritos, pepsico"
snacks,BENELUX|FRANCE,duyvis pepsico,duyvis pepsico,,no_change,no more-specific Top 9 portfolio brand detected,1,Crac-a-nut Cocktail 200G,duyvis pepsico
snacks,BENELUX|FRANCE,hersheys,hersheys,,no_change,no more-specific Top 9 portfolio brand detected,1,Cookies 'n' Creme Candy Bar,hershey's
snacks,BENELUX|FRANCE,lu,tuc,Mondelēz International,top_company_portfolio_matrix_off_brands,known portfolio brand appears in OFF brands field,1,Tuc original 2 sachets de 75g,"lu,mondelez,tuc"
snacks,BENELUX|FRANCE,mondelez,belvita,Mondelez,top_company_portfolio_matrix_off_brands,current primary brand is parent/company token; portfolio brand appears in OFF brands field,1,Petit Déjeuner Moelleux Coeur Gourmand Fraise,"mondelēz, belvita"
dairies,US_CANADA,nestle,milo,Nestlé,top_company_portfolio_matrix_off_brands,current primary brand is parent/company token; portfolio brand appears in OFF brands field,1,Milo,"nestlé,milo"
dairies,US_CANADA,nestle,milo,Nestlé,top_company_portfolio_matrix_product_name,current primary brand is parent/company token; portfolio brand appears in product name,1,Milo Original,nestle
beverages,FRANCE,house blend,house blend,,no_change,no more-specific Top 9 portfolio brand detected,1,House Blend Lungo,"house blend, starbucks, by nespresso"
snacks,BENELUX|FRANCE|DACH,glico,mikado,Mondelez,top_company_portfolio_matrix_off_brands,known portfolio brand appears in OFF brands field,1,Mikado chocolat noir,"glico, lu, mikado, mondelez"
snacks,BENELUX|FRANCE|DACH,granola,granola,,no_change,no more-specific Top 9 portfolio brand detected,1,Sablés - Chocolat au Lait,"granola, lu, mondelez"
snacks,BENELUX|FRANCE|DACH,kraft,kraft,,no_change,no more-specific Top 9 portfolio brand detected,1,Biscuits goût chocolat,"kraft foods, lu, prince"
snacks,BENELUX|FRANCE|DACH,lumondelez,lumondelez,,no_change,no more-specific Top 9 portfolio brand detected,1,Véritable petit beurre🧈,lumondelez
snacks,BENELUX|FRANCE|DACH,nestle,crunch,,top_company_portfolio_matrix_off_brands,current primary brand is parent/company token; another OFF brand token needs brand-level review,1,CRUNCH Lait Tablette 100g,"nestlé, crunch"
snacks,BENELUX|FRANCE|DACH,nestle,lion,Nestlé,top_company_portfolio_matrix_product_name,current primary brand is parent/company token; portfolio brand appears in product name,1,Lion caramel blond,nestlé
snacks,BENELUX|FRANCE|DACH,nestle,mars chocolat france,,top_company_portfolio_matrix_off_brands,current primary brand is parent/company token; another OFF brand token needs brand-level review,1,MilkyWay,"nestlé, mars chocolat france"
snacks,BENELUX|FRANCE|DACH,nestle,nestle,,no_change,no more-specific Top 9 portfolio brand detected,1,Nestle Biscuit Bio Apfel 10M 150 G,nestlé
snacks,BENELUX|FRANCE|DACH,nestle,quality street,Nestlé,top_company_portfolio_matrix_off_brands,current primary brand is parent/company token; portfolio brand appears in OFF brands field,1,Quality Street,"nestlé, quality street"
snacks,BENELUX|FRANCE|DACH,nestle,rolo,Nestlé,top_company_portfolio_matrix_product_name,current primary brand is parent/company token; portfolio brand appears in product name,1,Rolo,nestlé
snacks,BENELUX|FRANCE,mondelez,oreo,Mondelez,top_company_portfolio_matrix_off_brands,current primary brand is parent/company token; portfolio brand appears in OFF brands field,1,Crunchies original,"mondelez,oreo"
snacks,BENELUX|FRANCE,mondelez,stimorol,,top_company_portfolio_matrix_off_brands,current primary brand is parent/company token; another OFF brand token needs brand-level review,1,Frost watermelon,"mondelez, stimorol"
snacks,BENELUX|FRANCE,nestle,fitness,Nestlé,top_company_portfolio_matrix_off_brands,current primary brand is parent/company token; portfolio brand appears in OFF brands field,1,Fitness,"nestlé, fitness"
snacks,BENELUX|FRANCE,nestle,herta,Nestlé,top_company_portfolio_matrix_off_brands,current primary brand is parent/company token; portfolio brand appears in OFF brands field,1,"Cookies, Pépites de Chocolat (15 Cookies)","nestlé, herta"
snacks,BENELUX|FRANCE,nestle,nesquik,Nestlé,top_company_portfolio_matrix_product_name,current primary brand is parent/company token; portfolio brand appears in product name,1,Nesquik wafer,nestlé
snacks,BENELUX|FRANCE|UK_IE|SOUTHERN_EUROPE,nestle,after eight,,top_company_portfolio_matrix_off_brands,current primary brand is parent/company token; another OFF brand token needs brand-level review,1,AFTER EIGHT Coffret 300g,"nestlé, after eight"
snacks,BENELUX|FRANCE|DACH,belin,belin,,no_change,no more-specific Top 9 portfolio brand detected,1,Monaco,"belin, mondelez"
snacks,BENELUX|FRANCE|DACH,cadbury,cadbury,,no_change,no more-specific Top 9 portfolio brand detected,1,Curly Wurly,"cadbury, mondelez"
beverages,FRANCE,mondelez,rappor,,top_company_portfolio_matrix_off_brands,current primary brand is parent/company token; another OFF brand token needs brand-level review,1,Rappor,"mondelez, rappor"
beverages,FRANCE,mondelez,suchard,,top_company_portfolio_matrix_off_brands,current primary brand is parent/company token; another OFF brand token needs brand-level review,1,1KG Soluble Arome Cacao Lait Suchard,"mondelez, suchard"
beverages,FRANCE,mondelez,tang,Mondelēz International,top_company_portfolio_matrix_off_brands,current primary brand is parent/company token; portfolio brand appears in OFF brands field,1,tang orange 19g,"mondelez international, tang"
beverages,FRANCE,mondelez,tang,Mondelēz International,top_company_portfolio_matrix_product_name,current primary brand is parent/company token; portfolio brand appears in product name,1,Tang Powder Orange Flaver,mondelez
beverages,FRANCE,nessuie,nesquik,Nestlé,top_company_portfolio_matrix_off_brands,known portfolio brand appears in OFF brands field,1,"Code-barres inexistant et/ou fiche incomplète, obsolète ou en doublon","n’essuie, plus, nestlé, nesquik"
beverages,FRANCE,nestea,nestea,,no_change,no more-specific Top 9 portfolio brand detected,1,Nature,"nestea, nestlé professional"
beverages,FRANCE,nestle,alegria,,top_company_portfolio_matrix_off_brands,current primary brand is parent/company token; another OFF brand token needs brand-level review,1,NESTLE Alegria Cocoa Poche de 1kg,"nestlé, alegria"
beverages,FRANCE,nestle,bebe,,top_company_portfolio_matrix_off_brands,current primary brand is parent/company token; another OFF brand token needs brand-level review,1,Jus de fruits pommes peches,"nestlé, nestlé bébé"
beverages,FRANCE,nestle,cacao mix,,top_company_portfolio_matrix_off_brands,current primary brand is parent/company token; another OFF brand token needs brand-level review,1,NESTLE CACAO MIX Poche de 1kg,"nestlé, cacao mix"
beverages,FRANCE,nestle,caro,,top_company_portfolio_matrix_off_brands,current primary brand is parent/company token; another OFF brand token needs brand-level review,1,RICORÉ® aux céréales et à la chicorée solubles Boîte 250g,"nestlé,caro,ricore"
beverages,FRANCE,hershey s,hersheys,The Hershey Company,top_company_portfolio_matrix_off_brands,known portfolio brand appears in OFF brands field,1,Sirop De Caramel Léger,hershey s
beverages,FRANCE,hersheys,hersheys,,no_change,no more-specific Top 9 portfolio brand detected,1,Sirop de chocolat,hershey's
beverages,FRANCE,honest,honest tea,Coca-Cola,top_company_portfolio_matrix_off_brands,known portfolio brand appears in OFF brands field,1,Thé Glacé Bio au Thé Noir Infusé Saveur Framboise & Basilic,"honest, honest tea, the coca-cola company"
snacks,BENELUX|US_CANADA|UK_IE,milka,milka,,no_change,no more-specific Top 9 portfolio brand detected,1,Milka oreo,"milka, mondelez"
snacks,DACH|BENELUX|FRANCE,milka,milka,,no_change,no more-specific Top 9 portfolio brand detected,1,Adventskalender,"milka,mondelez"
snacks,DACH|BENELUX|FRANCE,nestle,original wagner,,top_company_portfolio_matrix_off_brands,current primary brand is parent/company token; another OFF brand token needs brand-level review,1,Piccolinis Thunfisch,"nestlé,original wagner"
snacks,BENELUX|FRANCE|DACH,nestle,smarties,Nestlé,top_company_portfolio_matrix_off_brands,current primary brand is parent/company token; portfolio brand appears in OFF brands field,1,SMARTIES,"nestlé, smarties"
snacks,BENELUX|FRANCE|DACH|SOUTHERN_EUROPE,nestle,smarties,Nestlé,top_company_portfolio_matrix_product_name,current primary brand is parent/company token; portfolio brand appears in product name,1,SMARTIES Hexatube 38g,nestlé
snacks,BENELUX|FRANCE|DACH|SOUTHERN_EUROPE|US_CANADA,mondelez,mondelez,,no_change,no more-specific Top 9 portfolio brand detected,1,Prince Goût Chocolat au blé complet,mondelez
snacks,BENELUX|FRANCE|SOUTHERN_EUROPE,fitness,fitness,,no_change,no more-specific Top 9 portfolio brand detected,1,FITNESS CHOC Barres Céréale 6x23.5g,"fitness,nestlé"
snacks,BENELUX|FRANCE|SOUTHERN_EUROPE,glica,glica,,no_change,no more-specific Top 9 portfolio brand detected,1,Mikado chocolat noir,"glica,lu,mondelez"
snacks,BENELUX|FRANCE|SOUTHERN_EUROPE,lu,lu,,no_change,no more-specific Top 9 portfolio brand detected,1,Tuc original - Biscuits salé,"lu,mondelez international"
snacks,BENELUX|FRANCE|SOUTHERN_EUROPE,nestle,fitness,Nestlé,top_company_portfolio_matrix_off_brands,current primary brand is parent/company token; portfolio brand appears in OFF brands field,1,"NESTLE FITNESS Barres de Céréales Nature 6x23,5g","nestlé,fitness"
snacks,BENELUX|FRANCE|SOUTHERN_EUROPE,nestle,fitness,Nestlé,top_company_portfolio_matrix_product_name,current primary brand is parent/company token; portfolio brand appears in product name,1,Fitness breakfast cereal bar pêches et abricot,nestlé
snacks,BENELUX|FRANCE|SOUTHERN_EUROPE,nestle,nestle,,no_change,no more-specific Top 9 portfolio brand detected,1,"Code-barres inexistant et/ou fiche incomplète, obsolète ou en doublon",nestlé
snacks,BENELUX|FRANCE|SOUTHERN_EUROPE|DACH,glico,mikado,Mondelez,top_company_portfolio_matrix_off_brands,known portfolio brand appears in OFF brands field,1,Mikado chocolat au lait,"glico, lumondelez, mikado"
snacks,BENELUX|FRANCE|SOUTHERN_EUROPE|DACH,nesquik,nesquik,,no_change,no more-specific Top 9 portfolio brand detected,1,,"nesquik,nestlé"
snacks,BENELUX|FRANCE|SOUTHERN_EUROPE|DACH,nestle,crunch,,top_company_portfolio_matrix_off_brands,current primary brand is parent/company token; another OFF brand token needs brand-level review,1,,"nestlé, crunch"
snacks,BENELUX|FRANCE|UK_IE,nestle,quality street,Nestlé,top_company_portfolio_matrix_product_name,current primary brand is parent/company token; portfolio brand appears in product name,1,Quality Street,nestlé
snacks,DACH|FRANCE,nestle,lion white,,top_company_portfolio_matrix_off_brands,current primary brand is parent/company token; another OFF brand token needs brand-level review,1,LION White - Barres chocolatées 6x30g,"nestlé, lion white"
snacks,DACH|FRANCE,nestle,nesquik,Nestlé,top_company_portfolio_matrix_off_brands,current primary brand is parent/company token; portfolio brand appears in OFF brands field,1,,"nestlé, nesquik"
snacks,DACH|FRANCE,nestle,smarties,Nestlé,top_company_portfolio_matrix_product_name,current primary brand is parent/company token; portfolio brand appears in product name,1,Smarties,nestlé
snacks,DACH|FRANCE|BENELUX|SOUTHERN_EUROPE,nestle,kitkat,,top_company_portfolio_matrix_off_brands,current primary brand is parent/company token; another OFF brand token needs brand-level review,1,CHUNKY,nestle kitkat
snacks,BENELUX|FRANCE|US_CANADA,cote dor,cote dor,,no_change,no more-specific Top 9 portfolio brand detected,1,Noir Marzipan,"côte d'or,mondelez"
snacks,BENELUX|FRANCE|US_CANADA,dentyne,dentyne,,no_change,no more-specific Top 9 portfolio brand detected,1,Dentyne fire gum cinnamon sugar free1x16 pc,"dentyne, kraft foods, mondelez"
snacks,BENELUX|FRANCE|US_CANADA,mondelez,oreo,Mondelez,top_company_portfolio_matrix_off_brands,current primary brand is parent/company token; portfolio brand appears in OFF brands field,1,Oreo Original,"mondelez, oreo"
snacks,BENELUX|NORDICS|FRANCE,lion,lion,,no_change,no more-specific Top 9 portfolio brand detected,1,LION Barres chocolatées,"lion, nestlé"
snacks,BENELUX|NORDICS|FRANCE|SOUTHERN_EUROPE,nestle,fitness,Nestlé,top_company_portfolio_matrix_product_name,current primary brand is parent/company token; portfolio brand appears in product name,1,Chocolate Fitness,nestlé
snacks,BENELUX|NORDICS|FRANCE|SOUTHERN_EUROPE|UK_IE,nestle,kitkat,Nestlé,top_company_portfolio_matrix_off_brands,current primary brand is parent/company token; portfolio brand appears in OFF brands field,1,Kit Kat x10,"nestlé,kit kat,kitkat"
snacks,BENELUX|NORDICS|FRANCE|UK_IE|SOUTHERN_EUROPE,mondelez,norge as,,top_company_portfolio_matrix_off_brands,current primary brand is parent/company token; another OFF brand token needs brand-level review,1,Oreo Sjokoladetrukket 246 g,mondelez norge as
snacks,BENELUX|US_CANADA,the hershey comp,the hershey comp,,no_change,no more-specific Top 9 portfolio brand detected,1,Zero standard,the hershey comp.
snacks,BENELUX|US_CANADA|FRANCE,nestle,quality street,Nestlé,top_company_portfolio_matrix_off_brands,current primary brand is parent/company token; portfolio brand appears in OFF brands field,1,Quality Street,"nestlé, quality street"
snacks,BENELUX|US_CANADA|FRANCE|DACH,la vosgienne,la vosgienne,,no_change,no more-specific Top 9 portfolio brand detected,1,Bonbon à la Sève de Pin,"la vosgienne, mondelez"
snacks,BENELUX|US_CANADA|FRANCE|DACH,mondelez,mondelez,,no_change,no more-specific Top 9 portfolio brand detected,1,Véritable Petit Écolier Chocolat au Lait,mondelez international
snacks,BENELUX|US_CANADA|FRANCE|DACH|SOUTHERN_EUROPE,mondelez,oreo,Mondelez,top_company_portfolio_matrix_off_brands,current primary brand is parent/company token; portfolio brand appears in OFF brands field,1,Original,"mondelēz,oreo"
snacks,DACH|BENELUX|FRANCE|SOUTHERN_EUROPE,mondelez,oreo,Mondelez,top_company_portfolio_matrix_off_brands,current primary brand is parent/company token; portfolio brand appears in OFF brands field,1,Original,"mondelez international,oreo,mondelez"
snacks,DACH|BENELUX|FRANCE|SOUTHERN_EUROPE|NORDICS,magnum,magnum,,no_change,no more-specific Top 9 portfolio brand detected,1,Magnum Ice Cream Lolly ALMOND 120 ML,"magnum,unilever"
snacks,DACH|FRANCE,glico,glico,,no_change,no more-specific Top 9 portfolio brand detected,1,Mikado Zartherbe Schokolade,"glico, lu, mondelez"
beverages,FRANCE,jacques vabre,jacques vabre,,no_change,no more-specific Top 9 portfolio brand detected,1,Notes de Bahia Brésil doux et fruité,"jacques vabre, mondelez"
beverages,FRANCE,jean paul gaultier,jean paul gaultier,,no_change,no more-specific Top 9 portfolio brand detected,1,Coca-Cola Light x Jean Paul Gaultier,"jean paul gaultier,coca-cola"
beverages,FRANCE,knorr,knorr,,no_change,no more-specific Top 9 portfolio brand detected,1,Knorr Moments Gourmets Soupe déshydratée Velours de Cèpes Champignons 91g 3 Portions,"knorr, moments gourmets, unilever"
beverages,FRANCE,kraft,kraft,,no_change,no more-specific Top 9 portfolio brand detected,1,Cristaux Pour Boissons (limonade Rose),kraft
beverages,FRANCE,liptonunilever,liptonunilever,,no_change,no more-specific Top 9 portfolio brand detected,1,,liptonunilever
beverages,FRANCE,mcdonalds,sprite,Coca-Cola,top_company_portfolio_matrix_off_brands,known portfolio brand appears in OFF brands field,1,Sprite,"mcdonald's, sprite, the coca cola company"
beverages,FRANCE,medium,medium,,no_change,no more-specific Top 9 portfolio brand detected,1,STARBUCKS Holiday Blend édition limitée en grains 190g,"medium, medium holiday blend, seasonal holiday blend, starbucks"
beverages,FRANCE,dark single origin coffee sumatra,dark single origin coffee sumatra,,no_change,no more-specific Top 9 portfolio brand detected,1,STARBUCKS Sumatra,"dark single origin coffee sumatra, starbucks, by nespresso"
beverages,FRANCE,diet pepsi,diet pepsi,,no_change,no more-specific Top 9 portfolio brand detected,1,Pepsi Zéro Sleek 33 cl,"diet pepsi, pepsi zero, pepsico"
snacks,DACH|FRANCE,mirabell mondelez,mirabell mondelez,,no_change,no more-specific Top 9 portfolio brand detected,1,Mirabell Echte Salzbourg Mozartkulgen,"mirabell mondelez,mondelez,mirabell"
snacks,DACH|FRANCE,mondelez,opavia,,top_company_portfolio_matrix_off_brands,current primary brand is parent/company token; another OFF brand token needs brand-level review,1,DISKO Sušenky s vanilkovou příchutí,"mondelez, opavia"
snacks,DACH|FRANCE,mondelez,tuc,Mondelēz International,top_company_portfolio_matrix_off_brands,current primary brand is parent/company token; portfolio brand appears in OFF brands field,1,TUC Cheese,"mondelez, tuc"
snacks,DACH|FRANCE,nestle,kitkat,Nestlé,top_company_portfolio_matrix_off_brands,current primary brand is parent/company token; portfolio brand appears in OFF brands field,1,"KITKAT Ball, Billes au chocolat au Lait,140g","nestlé, kit kat, kitkat"
beverages,FRANCE,hawai,hawai,,no_change,no more-specific Top 9 portfolio brand detected,1,Hawai Tropical,"hawai, the coca-cola company"
beverages,FRANCE,heinz,heinz,,no_change,no more-specific Top 9 portfolio brand detected,1,Tomato juice,heinz
beverages,FRANCE,coca cola,the coca cola family,,top_company_portfolio_matrix_off_brands,current primary brand is parent/company token; another OFF brand token needs brand-level review,1,Appletiser,"coca-cola, the coca-cola family"
beverages,FRANCE,coca cola,tropico,Coca-Cola,top_company_portfolio_matrix_product_name,current primary brand is parent/company token; portfolio brand appears in product name,1,Tropico fraise kiwi,coca-cola
snacks,DACH|FRANCE|UK_IE,milka,milka,,no_change,no more-specific Top 9 portfolio brand detected,1,Happy Cow,"milka,mondelez"
snacks,DACH|FRANCE|US_CANADA,mondelez,sour patch kids,Mondelez,top_company_portfolio_matrix_product_name,current primary brand is parent/company token; portfolio brand appears in product name,1,Sour Patch Kids,mondelez
snacks,DACH|NORDICS|FRANCE,tuc,tuc,,no_change,no more-specific Top 9 portfolio brand detected,1,TUC Original,"tuc, mondelez"
snacks,DACH|NORDICS|FRANCE|BENELUX|SOUTHERN_EUROPE,nestle,kitkat,Nestlé,top_company_portfolio_matrix_product_name,current primary brand is parent/company token; portfolio brand appears in product name,1,KitKat chunky,nestlé
snacks,DACH|UK_IE,maynards bassetts,maynards bassetts,,no_change,no more-specific Top 9 portfolio brand detected,1,Jelly Babies,"maynards bassetts,mondelez inc."
snacks,DACH|UK_IE,mondelez,mondelez,,no_change,no more-specific Top 9 portfolio brand detected,1,Blue raspberry soft & chewy candy,mondelez
snacks,DACH|UK_IE|US_CANADA,nestle,rolo,Nestlé,top_company_portfolio_matrix_product_name,current primary brand is parent/company token; portfolio brand appears in product name,1,Nestle Rolo Chocolate Tube 52g,nestlé
snacks,DACH|US_CANADA,doritos,doritos,,no_change,no more-specific Top 9 portfolio brand detected,1,Nacho Cheese,"doritos,pepsico"
snacks,DACH|US_CANADA,hershey,hershey,,no_change,no more-specific Top 9 portfolio brand detected,1,Milk Duds,hershey
snacks,DACH|US_CANADA,nestle,nestle,,no_change,no more-specific Top 9 portfolio brand detected,1,"Holiday nerds, soft & chewy rope candy",nestlé
snacks,DACH|US_CANADA|FRANCE,nestle,nestle,,no_change,no more-specific Top 9 portfolio brand detected,1,Classic Turtles,nestlé
snacks,FRANCE,,,,no_change,no more-specific Top 9 portfolio brand detected,1,NESTLE L'ATELIER LES BOUCHÉES Noir Éclats de fève de cacao 262g,"null, nestlé, les recettes de l'atelier"
snacks,FRANCE,flore cocardon,flore cocardon,,no_change,no more-specific Top 9 portfolio brand detected,1,Sablés pur beurre,flore cocardon
snacks,FRANCE,freia,freia,,no_change,no more-specific Top 9 portfolio brand detected,1,Premium Perler Bringebær,"freia, mondelez"
snacks,FRANCE,frito lay,frito lay,,no_change,no more-specific Top 9 portfolio brand detected,1,Tostitos Original Restaurant Style Chips,"frito-lay, pepsico"
snacks,FRANCE,,smarties,Nestlé,top_company_portfolio_matrix_off_brands,known portfolio brand appears in OFF brands field,1,SMARTIES Sachet Mini œufs 81G,"null, nestlé, smarties"
snacks,FRANCE,bimo,bimo,,no_change,no more-specific Top 9 portfolio brand detected,1,Tango Sablito,"bimo, mondelez"
snacks,FRANCE,bio,bio,,no_change,no more-specific Top 9 portfolio brand detected,1,NESTLE DESSERT BIO Corsé,"bio, nestle dessert"
snacks,FRANCE,biscuiterie artisanale lou cocal,biscuiterie artisanale lou cocal,,no_change,no more-specific Top 9 portfolio brand detected,1,Financiers marron glacé,biscuiterie artisanale lou cocal
snacks,DACH|FRANCE|SOUTHERN_EUROPE,nestle,kitkat,Nestlé,top_company_portfolio_matrix_off_brands,current primary brand is parent/company token; portfolio brand appears in OFF brands field,1,KITKAT CHUNKY Peanut Butter 168g,"nestlé, kit kat chunky, kitkat"
snacks,DACH|FRANCE|SOUTHERN_EUROPE,oreo,oreo,,no_change,no more-specific Top 9 portfolio brand detected,1,Mini Oreo,"oreo,mondelez"
snacks,DACH|FRANCE|SOUTHERN_EUROPE|UK_IE,nestle,nesquik,Nestlé,top_company_portfolio_matrix_product_name,current primary brand is parent/company token; portfolio brand appears in product name,1,Nesquik Schnitten,nestlé
beverages,FRANCE,edition limitee 2018,edition limitee 2018,,no_change,no more-specific Top 9 portfolio brand detected,1,Elephant Edition Limitée 2018 Tisanes Coffret 56 Sachets,"edition limitée 2018, elephant, unilever"
beverages,FRANCE,espresso,nescafe,Nestlé,top_company_portfolio_matrix_off_brands,known portfolio brand appears in OFF brands field,1,STARBUCKS by NESCAFE DOLCE GUSTO Espresso Colombia 66g,"espresso, medium colombia, nescafé, starbucks, by nescafe dolce gusto"
beverages,FRANCE,espresso roast,espresso roast,,no_change,no more-specific Top 9 portfolio brand detected,1,STARBUCKS By Nespresso Espresso Roast X18,"espresso roast, starbucks, by nespresso"
beverages,FRANCE,finley coca,finley coca,,no_change,no more-specific Top 9 portfolio brand detected,1,Finley pina colada,finley -coca
beverages,FRANCE,flavoured coffee,flavoured coffee,,no_change,no more-specific Top 9 portfolio brand detected,1,Cafe saveur chocolat noisette,"flavoured coffee, starbucks"
beverages,FRANCE,fuzetea heaven and earth coca cola,fuze tea,Coca-Cola,top_company_portfolio_matrix_off_brands,known portfolio brand appears in OFF brands field,1,Jasmine Green Tea,fuzetea; heaven and earth; coca cola
snacks,FRANCE,chococam,chococam,,no_change,no more-specific Top 9 portfolio brand detected,1,TARTINA,chococam
beverages,FRANCE,coca cola light,coca cola light,,no_change,no more-specific Top 9 portfolio brand detected,1,Coca-cola light 2L,coca-cola light
beverages,FRANCE,coca nasa,coca nasa,,no_change,no more-specific Top 9 portfolio brand detected,1,Hoja de coca entera,coca nasa
beverages,FRANCE,cocatech,cocatech,,no_change,no more-specific Top 9 portfolio brand detected,1,Café Extra Fuerte,cocatech
beverages,FRANCE,danone,danonino,Danone,top_company_portfolio_matrix_product_name,current primary brand is parent/company token; portfolio brand appears in product name,1,Danonino fraise,danone
beverages,FRANCE,danone,evian,Danone,top_company_portfolio_matrix_off_brands,current primary brand is parent/company token; portfolio brand appears in OFF brands field,1,Eau minérale naturelle,"danone, evian"
beverages,FRANCE,danone,gallia,,top_company_portfolio_matrix_off_brands,current primary brand is parent/company token; another OFF brand token needs brand-level review,1,Calisma Lait de Croissance,"danone, gallia"
beverages,FRANCE,danone,light and free,,top_company_portfolio_matrix_off_brands,current primary brand is parent/company token; another OFF brand token needs brand-level review,1,Cola Light With Stevia 330ML Free Sugar,"danone, light & free"
