normalized_brand,parent_company,ownership_resolution_status,category_scope,market_scope,region_codes_include,primary_brand_db,country_or_region,brand_mapping_source,source_note,review_decision,proposed_company_from_review,current_company_from_review,review_product_count,review_note,example_product_names,example_off_brands_raw,candidate_action,ownership_resolution_status_original,status_correction_note
Doritos,PepsiCo,direct,snacks,FRANCE|NORDICS,FRANCE|NORDICS,doritos,France,layer3_review_decision_20260824,explicit_company_mapping_from_layer3_review,map to PepsiCo,Manual review / complex ownership,Manual review / complex ownership,1,Known PepsiCo brand / regional alias missing from proposed mapping.,Doritos Flamin' Hot,Doritos,append_candidate,direct,
Fanta,The Coca-Cola Company,direct,beverages,DACH|SOUTHERN_EUROPE|UK_IE,DACH|SOUTHERN_EUROPE|UK_IE,fanta,Germany,layer3_review_decision_20260824,explicit_company_mapping_from_layer3_review,map to The Coca-Cola Company,Manual review / complex ownership,Manual review / complex ownership,1,Known Coca-Cola system brand; route to The Coca-Cola Company at company layer.,Fanta Madness 2 l,"Coca Cola, Fanta",append_candidate,direct,
Doritos,PepsiCo,direct,snacks,BENELUX|FRANCE|SOUTHERN_EUROPE|US_CANADA,BENELUX|FRANCE|SOUTHERN_EUROPE|US_CANADA,doritos,Belgium,layer3_review_decision_20260824,explicit_company_mapping_from_layer3_review,map to PepsiCo,Manual review / complex ownership,Manual review / complex ownership,1,Known PepsiCo brand / regional alias missing from proposed mapping.,Nacho cheese,Doritos,append_candidate,direct,
Doritos,PepsiCo,direct,snacks,BENELUX|FRANCE|SOUTHERN_EUROPE|DACH,BENELUX|FRANCE|SOUTHERN_EUROPE|DACH,doritos,Belgium,layer3_review_decision_20260824,explicit_company_mapping_from_layer3_review,map to PepsiCo,Manual review / complex ownership,Manual review / complex ownership,1,Known PepsiCo brand / regional alias missing from proposed mapping.,Dippas nature - Tortillas,Doritos,append_candidate,direct,
Doritos,PepsiCo,direct,snacks,BENELUX|FRANCE|SOUTHERN_EUROPE,BENELUX|FRANCE|SOUTHERN_EUROPE,doritos,Belgium,layer3_review_decision_20260824,explicit_company_mapping_from_layer3_review,map to PepsiCo,Manual review / complex ownership,Manual review / complex ownership,1,Known PepsiCo brand / regional alias missing from proposed mapping.,Doritos nacho,Doritos,append_candidate,direct,
Doritos,PepsiCo,direct,snacks,BENELUX|FRANCE|NORDICS,BENELUX|FRANCE|NORDICS,doritos,Belgium,layer3_review_decision_20260824,explicit_company_mapping_from_layer3_review,map to PepsiCo,Manual review / complex ownership,Manual review / complex ownership,1,Known PepsiCo brand / regional alias missing from proposed mapping.,Sweet Chilli Pepper Flavour,Doritos,append_candidate,direct,
Doritos,PepsiCo,direct,snacks,BENELUX|FRANCE|DACH|SOUTHERN_EUROPE,BENELUX|FRANCE|DACH|SOUTHERN_EUROPE,doritos,Belgium,layer3_review_decision_20260824,explicit_company_mapping_from_layer3_review,map to PepsiCo,Manual review / complex ownership,Manual review / complex ownership,1,Known PepsiCo brand / regional alias missing from proposed mapping.,Doritos Sweet Chili,Doritos,append_candidate,direct,
Doritos,PepsiCo,direct,dairies,UK_IE,UK_IE,doritos,United Kingdom,layer3_review_decision_20260824,explicit_company_mapping_from_layer3_review,map to PepsiCo,Manual review / complex ownership,Manual review / complex ownership,1,Known PepsiCo brand / regional alias missing from proposed mapping.,doritos sour cream and chive,Doritos,append_candidate,direct,
Doritos,PepsiCo,direct,dairies,FRANCE,FRANCE,doritos,France,layer3_review_decision_20260824,explicit_company_mapping_from_layer3_review,map to PepsiCo,Manual review / complex ownership,Manual review / complex ownership,1,Known PepsiCo brand / regional alias missing from proposed mapping.,Nacho Cheese,Doritos,append_candidate,direct,
Diet Coke,The Coca-Cola Company,direct,beverages,UK_IE,UK_IE,diet coke,United Kingdom,layer3_review_decision_20260824,explicit_company_mapping_from_layer3_review,map to The Coca-Cola Company,Manual review / complex ownership,Manual review / complex ownership,1,Known Coca-Cola system brand; route to The Coca-Cola Company at company layer.,Diet coke caffeine free,"Diet coke,coca cola",append_candidate,direct,
Danette,Danone,direct,dairies,FRANCE|UK_IE,FRANCE|UK_IE,danette,France,layer3_review_decision_20260824,explicit_company_mapping_from_layer3_review,map to Danone,Manual review / complex ownership,Manual review / complex ownership,1,Known Danone brand / brand line missing from proposed company mapping.,"Danette Chocolat, vanille & caramel","Danette, Danette creme dessert, Danone",append_candidate,direct,
Danette,Danone,direct,dairies,FRANCE|BENELUX,FRANCE|BENELUX,danette,France,layer3_review_decision_20260824,explicit_company_mapping_from_layer3_review,map to Danone,Manual review / complex ownership,Manual review / complex ownership,1,Known Danone brand / brand line missing from proposed company mapping.,Danette Chocolat,"Danette, Danone",append_candidate,direct,
quaker,PepsiCo,direct,beverages,US_CANADA,US_CANADA,quaker,United States,layer3_review_decision_20260824,explicit_company_mapping_from_layer3_review,map to PepsiCo,Manual review / complex ownership,Manual review / complex ownership,1,Known PepsiCo brand / regional alias missing from proposed mapping.,Quaker Strawberry Breakfast Shake (4-11.1 Fl Oz) 44.4 Fluid Ounce 4 Pack Plastic Bottles,Quaker,append_candidate,direct,
président,Lactalis,direct,dairies,US_CANADA|FRANCE|DACH,US_CANADA|FRANCE|DACH,président,Canada,layer3_review_decision_20260824,explicit_company_mapping_from_layer3_review,map to Lactalis,Manual review / complex ownership,Manual review / complex ownership,1,Known Lactalis brand.,Le Saint Morgon (23% MG),Président,append_candidate,direct,
président,Lactalis,direct,dairies,NORDICS|UK_IE,NORDICS|UK_IE,président,Denmark,layer3_review_decision_20260824,explicit_company_mapping_from_layer3_review,map to Lactalis,Manual review / complex ownership,Manual review / complex ownership,1,Known Lactalis brand.,Emmental,Président,append_candidate,direct,
président,Lactalis,direct,dairies,NORDICS|FRANCE|UK_IE,NORDICS|FRANCE|UK_IE,président,Denmark,layer3_review_decision_20260824,explicit_company_mapping_from_layer3_review,map to Lactalis,Manual review / complex ownership,Manual review / complex ownership,1,Known Lactalis brand.,"Emmental Grated (27,9 % MG)",Président,append_candidate,direct,
président,Lactalis,direct,dairies,NORDICS|FRANCE|SOUTHERN_EUROPE,NORDICS|FRANCE|SOUTHERN_EUROPE,président,Denmark,layer3_review_decision_20260824,explicit_company_mapping_from_layer3_review,map to Lactalis,Manual review / complex ownership,Manual review / complex ownership,1,Known Lactalis brand.,Emmental Cœur de Meule,Président,append_candidate,direct,
président,Lactalis,direct,dairies,NORDICS|FRANCE|BENELUX|SOUTHERN_EUROPE,NORDICS|FRANCE|BENELUX|SOUTHERN_EUROPE,président,Denmark,layer3_review_decision_20260824,explicit_company_mapping_from_layer3_review,map to Lactalis,Manual review / complex ownership,Manual review / complex ownership,1,Known Lactalis brand.,le Brie Gourmet,Président,append_candidate,direct,
Coca-Cola Light,The Coca-Cola Company,direct,beverages,BENELUX|FRANCE|DACH|SOUTHERN_EUROPE,BENELUX|FRANCE|DACH|SOUTHERN_EUROPE,coca-cola light,Belgium,layer3_review_decision_20260824,explicit_company_mapping_from_layer3_review,map to The Coca-Cola Company,Manual review / complex ownership,Manual review / complex ownership,1,Known Coca-Cola system brand; route to The Coca-Cola Company at company layer.,Coca-Cola zéro,"Coca-Cola,Coca-Cola-light,The Coca-Cola Company",append_candidate,direct,
Coca-Cola Light,The Coca-Cola Company,direct,beverages,BENELUX|FRANCE|DACH,BENELUX|FRANCE|DACH,coca-cola light,Belgium,layer3_review_decision_20260824,explicit_company_mapping_from_layer3_review,map to The Coca-Cola Company,Manual review / complex ownership,Manual review / complex ownership,1,Known Coca-Cola system brand; route to The Coca-Cola Company at company layer.,Coca Cola Light,"Coca-Cola, Coca-Cola-light",append_candidate,direct,
Coca-Cola,The Coca-Cola Company,direct,snacks,US_CANADA,US_CANADA,coca-cola,United States,layer3_review_decision_20260824,explicit_company_mapping_from_layer3_review,map to The Coca-Cola Company,Manual review / complex ownership,Manual review / complex ownership,1,Known Coca-Cola system brand; route to The Coca-Cola Company at company layer.,Assorted Glass Collection With Coasters And Mini Pretzels Twists,Coca-cola,append_candidate,direct,
Coca-Cola,The Coca-Cola Company,direct,dairies,FRANCE,FRANCE,coca-cola,France,layer3_review_decision_20260824,explicit_company_mapping_from_layer3_review,map to The Coca-Cola Company,Manual review / complex ownership,Manual review / complex ownership,1,Known Coca-Cola system brand; route to The Coca-Cola Company at company layer.,Yaourt nature sucres U,Coca Cola,append_candidate,direct,
Coca-Cola,The Coca-Cola Company,direct,beverages,US_CANADA|UK_IE,US_CANADA|UK_IE,coca-cola,Canada,layer3_review_decision_20260824,explicit_company_mapping_from_layer3_review,map to The Coca-Cola Company,Manual review / complex ownership,Manual review / complex ownership,1,Known Coca-Cola system brand; route to The Coca-Cola Company at company layer.,Thums Up 300ml can,Coca Cola,append_candidate,direct,
Coca-Cola,The Coca-Cola Company,direct,beverages,UK_IE|US_CANADA,UK_IE|US_CANADA,coca-cola,United Kingdom,layer3_review_decision_20260824,explicit_company_mapping_from_layer3_review,map to The Coca-Cola Company,Manual review / complex ownership,Manual review / complex ownership,1,Known Coca-Cola system brand; route to The Coca-Cola Company at company layer.,Diet Coke,Coca-Cola,append_candidate,direct,
quaker,PepsiCo,direct,cereals,FRANCE|DACH|SOUTHERN_EUROPE|US_CANADA,FRANCE|DACH|SOUTHERN_EUROPE|US_CANADA,quaker,France,layer3_review_decision_20260824,explicit_company_mapping_from_layer3_review,map to PepsiCo,Manual review / complex ownership,Manual review / complex ownership,1,Known PepsiCo brand / regional alias missing from proposed mapping.,Maple & Brown Sugar Instant Oatmeal,"Quaker,Pepsico",append_candidate,direct,
quaker,PepsiCo,direct,cereals,DACH|US_CANADA,DACH|US_CANADA,quaker,Germany,layer3_review_decision_20260824,explicit_company_mapping_from_layer3_review,map to PepsiCo,Manual review / complex ownership,Manual review / complex ownership,1,Known PepsiCo brand / regional alias missing from proposed mapping.,Quick 5-minute grits,Quaker,append_candidate,direct,
quaker,PepsiCo,direct,cereals,DACH|UK_IE,DACH|UK_IE,quaker,Austria,layer3_review_decision_20260824,explicit_company_mapping_from_layer3_review,map to PepsiCo,Manual review / complex ownership,Manual review / complex ownership,1,Known PepsiCo brand / regional alias missing from proposed mapping.,quaker original,Quaker,append_candidate,direct,
quaker,PepsiCo,direct,cereals,DACH|FRANCE|UK_IE,DACH|FRANCE|UK_IE,quaker,Austria,layer3_review_decision_20260824,explicit_company_mapping_from_layer3_review,map to PepsiCo,Manual review / complex ownership,Manual review / complex ownership,1,Known PepsiCo brand / regional alias missing from proposed mapping.,Porridge to go,Quaker,append_candidate,direct,
quaker,PepsiCo,direct,cereals,DACH|FRANCE,DACH|FRANCE,quaker,Austria,layer3_review_decision_20260824,explicit_company_mapping_from_layer3_review,map to PepsiCo,Manual review / complex ownership,Manual review / complex ownership,1,Known PepsiCo brand / regional alias missing from proposed mapping.,Porridge to go,Quaker,append_candidate,direct,
quaker,PepsiCo,direct,cereals,BENELUX|FRANCE|SOUTHERN_EUROPE|DACH|UK_IE,BENELUX|FRANCE|SOUTHERN_EUROPE|DACH|UK_IE,quaker,Belgium,layer3_review_decision_20260824,explicit_company_mapping_from_layer3_review,map to PepsiCo,Manual review / complex ownership,Manual review / complex ownership,1,Known PepsiCo brand / regional alias missing from proposed mapping.,Flocons d'avoine complète,Quaker,append_candidate,direct,
quaker,PepsiCo,direct,cereals,BENELUX|FRANCE|SOUTHERN_EUROPE,BENELUX|FRANCE|SOUTHERN_EUROPE,quaker,Belgium,layer3_review_decision_20260824,explicit_company_mapping_from_layer3_review,map to PepsiCo,Manual review / complex ownership,Other / not mapped to a company,1,Known PepsiCo brand / regional alias missing from proposed mapping.,Hunky baked granola nuts & seeds,"PepsiCo, Quaker",append_candidate,direct,
quaker,PepsiCo,direct,cereals,BENELUX|FRANCE|DACH|SOUTHERN_EUROPE|UK_IE,BENELUX|FRANCE|DACH|SOUTHERN_EUROPE|UK_IE,quaker,Belgium,layer3_review_decision_20260824,explicit_company_mapping_from_layer3_review,map to PepsiCo,Manual review / complex ownership,Manual review / complex ownership,1,Known PepsiCo brand / regional alias missing from proposed mapping.,cruesly mélange de noix,Quaker,append_candidate,direct,
quaker,PepsiCo,direct,cereals,BENELUX|FRANCE|DACH,BENELUX|FRANCE|DACH,quaker,Belgium,layer3_review_decision_20260824,explicit_company_mapping_from_layer3_review,map to PepsiCo,Manual review / complex ownership,Other / not mapped to a company,1,Known PepsiCo brand / regional alias missing from proposed mapping.,Oats - Flocons d'avoine,"Pepsico, Quaker",append_candidate,direct,
Doritos,PepsiCo,direct,snacks,DACH|US_CANADA,DACH|US_CANADA,doritos,Germany,layer3_review_decision_20260824,explicit_company_mapping_from_layer3_review,map to PepsiCo,Manual review / complex ownership,Manual review / complex ownership,1,Known PepsiCo brand / regional alias missing from proposed mapping.,Nacho Cheese,"Doritos,Pepsico",append_candidate,direct,
Coca-Cola,The Coca-Cola Company,direct,beverages,BENELUX|NORDICS|UK_IE,BENELUX|NORDICS|UK_IE,coca-cola,Belgium,layer3_review_decision_20260824,explicit_company_mapping_from_layer3_review,map to The Coca-Cola Company,Manual review / complex ownership,Manual review / complex ownership,1,Known Coca-Cola system brand; route to The Coca-Cola Company at company layer.,Coca cola Dreamworld,Coca-Cola,append_candidate,direct,
quaker,PepsiCo,direct,snacks,BENELUX|FRANCE|DACH,BENELUX|FRANCE|DACH,quaker,Belgium,layer3_review_decision_20260824,explicit_company_mapping_from_layer3_review,map to PepsiCo,Manual review / complex ownership,Manual review / complex ownership,1,Known PepsiCo brand / regional alias missing from proposed mapping.,"Havermount Flocons D'avoine , Haferflocken",Quaker,append_candidate,direct,
quaker,PepsiCo,direct,dairies,US_CANADA,US_CANADA,quaker,United States,layer3_review_decision_20260824,explicit_company_mapping_from_layer3_review,map to PepsiCo,Manual review / complex ownership,Manual review / complex ownership,1,Known PepsiCo brand / regional alias missing from proposed mapping.,"Muller, nonfat greek yogurt, blackberry & raspberry",Quaker,append_candidate,direct,
quaker,PepsiCo,direct,cereals,US_CANADA|UK_IE,US_CANADA|UK_IE,quaker,Canada,layer3_review_decision_20260824,explicit_company_mapping_from_layer3_review,map to PepsiCo,Manual review / complex ownership,Manual review / complex ownership,1,Known PepsiCo brand / regional alias missing from proposed mapping.,Quaker oat so simple apple and blueberry,Quaker,append_candidate,direct,
quaker,PepsiCo,direct,cereals,FRANCE|UK_IE|US_CANADA,FRANCE|UK_IE|US_CANADA,quaker,Cyprus,layer3_review_decision_20260824,explicit_company_mapping_from_layer3_review,map to PepsiCo,Manual review / complex ownership,Manual review / complex ownership,1,Known PepsiCo brand / regional alias missing from proposed mapping.,Quick Cooking White Oats,Quaker,append_candidate,direct,
quaker,PepsiCo,direct,cereals,FRANCE|SOUTHERN_EUROPE|US_CANADA,FRANCE|SOUTHERN_EUROPE|US_CANADA,quaker,France,layer3_review_decision_20260824,explicit_company_mapping_from_layer3_review,map to PepsiCo,Manual review / complex ownership,Manual review / complex ownership,1,Known PepsiCo brand / regional alias missing from proposed mapping.,"Simply granola, oats, honey & almonds",Quaker,append_candidate,direct,
quaker,PepsiCo,direct,cereals,FRANCE|SOUTHERN_EUROPE|DACH,FRANCE|SOUTHERN_EUROPE|DACH,quaker,France,layer3_review_decision_20260824,explicit_company_mapping_from_layer3_review,map to PepsiCo,Manual review / complex ownership,Manual review / complex ownership,1,Known PepsiCo brand / regional alias missing from proposed mapping.,,QUAKER,append_candidate,direct,
Coca-Cola,The Coca-Cola Company,direct,beverages,SOUTHERN_EUROPE|US_CANADA,SOUTHERN_EUROPE|US_CANADA,coca-cola,Portugal,layer3_review_decision_20260824,explicit_company_mapping_from_layer3_review,map to The Coca-Cola Company,Manual review / complex ownership,Manual review / complex ownership,1,Known Coca-Cola system brand; route to The Coca-Cola Company at company layer.,Coca-Cola Zero,Coca Cola,append_candidate,direct,
Coca-Cola,The Coca-Cola Company,direct,beverages,NORDICS|UK_IE,NORDICS|UK_IE,coca-cola,Norway,layer3_review_decision_20260824,explicit_company_mapping_from_layer3_review,map to The Coca-Cola Company,Manual review / complex ownership,Manual review / complex ownership,1,Known Coca-Cola system brand; route to The Coca-Cola Company at company layer.,Coca-Cola Intergalactic,"Coca Cola,Coca-Cola Company",append_candidate,direct,
Coca-Cola,The Coca-Cola Company,direct,beverages,NORDICS|FRANCE|DACH|UK_IE,NORDICS|FRANCE|DACH|UK_IE,coca-cola,Denmark,layer3_review_decision_20260824,explicit_company_mapping_from_layer3_review,map to The Coca-Cola Company,Manual review / complex ownership,Manual review / complex ownership,1,Known Coca-Cola system brand; route to The Coca-Cola Company at company layer.,Coca-Cola Life,"Coca Cola, Coca Cola Life, Coca-Cola",append_candidate,direct,
Coca-Cola,The Coca-Cola Company,direct,beverages,FRANCE|SOUTHERN_EUROPE|UK_IE,FRANCE|SOUTHERN_EUROPE|UK_IE,coca-cola,France,layer3_review_decision_20260824,explicit_company_mapping_from_layer3_review,map to The Coca-Cola Company,Manual review / complex ownership,Manual review / complex ownership,1,Known Coca-Cola system brand; route to The Coca-Cola Company at company layer.,Coca-Cola senza caffeina,Coca-Cola,append_candidate,direct,
Coca-Cola,The Coca-Cola Company,direct,beverages,FRANCE|SOUTHERN_EUROPE|DACH|UK_IE,FRANCE|SOUTHERN_EUROPE|DACH|UK_IE,coca-cola,France,layer3_review_decision_20260824,explicit_company_mapping_from_layer3_review,map to The Coca-Cola Company,Manual review / complex ownership,Manual review / complex ownership,1,Known Coca-Cola system brand; route to The Coca-Cola Company at company layer.,Coca Cola,Coca-Cola,append_candidate,direct,
Coca-Cola,The Coca-Cola Company,direct,beverages,FRANCE|DACH|SOUTHERN_EUROPE|US_CANADA,FRANCE|DACH|SOUTHERN_EUROPE|US_CANADA,coca-cola,France,layer3_review_decision_20260824,explicit_company_mapping_from_layer3_review,map to The Coca-Cola Company,Manual review / complex ownership,Manual review / complex ownership,1,Known Coca-Cola system brand; route to The Coca-Cola Company at company layer.,Coca Cola,Coca-Cola,append_candidate,direct,
Danette,Danone,direct,dairies,BENELUX|FRANCE|DACH,BENELUX|FRANCE|DACH,danette,Belgium,layer3_review_decision_20260824,explicit_company_mapping_from_layer3_review,map to Danone,Manual review / complex ownership,Manual review / complex ownership,1,Known Danone brand / brand line missing from proposed company mapping.,Danette Expresso,"Danette, Danone",append_candidate,direct,
Coca-Cola Light,The Coca-Cola Company,direct,beverages,FRANCE|NORDICS,FRANCE|NORDICS,coca-cola light,France,layer3_review_decision_20260824,explicit_company_mapping_from_layer3_review,map to The Coca-Cola Company,Manual review / complex ownership,Manual review / complex ownership,1,Known Coca-Cola system brand; route to The Coca-Cola Company at company layer.,Coca cola zero sucre,"Coca Cola, Coca cola zero, Coca-Cola-light",append_candidate,direct,
Coca-Cola Light,The Coca-Cola Company,direct,beverages,DACH|BENELUX|FRANCE,DACH|BENELUX|FRANCE,coca-cola light,Austria,layer3_review_decision_20260824,explicit_company_mapping_from_layer3_review,map to The Coca-Cola Company,Manual review / complex ownership,Manual review / complex ownership,1,Known Coca-Cola system brand; route to The Coca-Cola Company at company layer.,Coca light 1.5l,"Coca cola zero, Coca-Cola, Coca-Cola-light",append_candidate,direct,
Chocapic,Nestlé,direct,snacks,FRANCE|SOUTHERN_EUROPE,FRANCE|SOUTHERN_EUROPE,chocapic,France,layer3_review_decision_20260824,explicit_company_mapping_from_layer3_review,map to Nestlé,Manual review / complex ownership,Manual review / complex ownership,1,Known Nestlé brand / brand line missing from proposed company mapping.,Chocapic 🍫 strong In Chocolaté 🍫,"Nestlé, Chocapic",append_candidate,direct,
sainsburys,Sainsbury's,direct,cereals,FRANCE|SOUTHERN_EUROPE|UK_IE,FRANCE|SOUTHERN_EUROPE|UK_IE,sainsburys,France,layer3_review_decision_20260824,explicit_company_mapping_from_layer3_review,map to Sainsbury's,Manual review / complex ownership,Manual review / complex ownership,1,Obvious Sainsbury’s retailer/private-label brand line.,"Fruit, nut & seed Muesli",Sainsbury's,append_candidate,direct,
sainsburys,Sainsbury's,direct,cereals,FRANCE|DACH|UK_IE,FRANCE|DACH|UK_IE,sainsburys,France,layer3_review_decision_20260824,explicit_company_mapping_from_layer3_review,map to Sainsbury's,Manual review / complex ownership,Manual review / complex ownership,1,Obvious Sainsbury’s retailer/private-label brand line.,Scottish Whole Rolled Oats,Sainsbury's,append_candidate,direct,
sainsburys,Sainsbury's,direct,beverages,US_CANADA,US_CANADA,sainsburys,United States,layer3_review_decision_20260824,explicit_company_mapping_from_layer3_review,map to Sainsbury's,Manual review / complex ownership,Manual review / complex ownership,1,Obvious Sainsbury’s retailer/private-label brand line.,Americano Instant coffee,"Sainsbury's, By sainsbury's, Andes",append_candidate,direct,
sainsburys,Sainsbury's,direct,beverages,DACH|UK_IE,DACH|UK_IE,sainsburys,Switzerland,layer3_review_decision_20260824,explicit_company_mapping_from_layer3_review,map to Sainsbury's,Manual review / complex ownership,Manual review / complex ownership,1,Obvious Sainsbury’s retailer/private-label brand line.,Echinacea & hibiscus infusion,Sainsbury's,append_candidate,direct,
sainsburys,Sainsbury's,direct,beverages,BENELUX|UK_IE,BENELUX|UK_IE,sainsburys,Netherlands,layer3_review_decision_20260824,explicit_company_mapping_from_layer3_review,map to Sainsbury's,Manual review / complex ownership,Manual review / complex ownership,1,Obvious Sainsbury’s retailer/private-label brand line.,Still Scottish Mountain Water,Sainsbury's,append_candidate,direct,
sainsbury s,Sainsbury's,direct,dairies,UK_IE,UK_IE,sainsbury s,United Kingdom,layer3_review_decision_20260824,explicit_company_mapping_from_layer3_review,map to Sainsbury's,Other / not mapped to a company,Other / not mapped to a company,1,Obvious Sainsbury’s retailer/private-label brand line.,British single fresh cream,sainsbury s,append_candidate,direct,
quaker,PepsiCo,direct,snacks,UK_IE|US_CANADA,UK_IE|US_CANADA,quaker,United Kingdom,layer3_review_decision_20260824,explicit_company_mapping_from_layer3_review,map to PepsiCo,Manual review / complex ownership,Manual review / complex ownership,1,Known PepsiCo brand / regional alias missing from proposed mapping.,Less sugar granola bars,Quaker,append_candidate,direct,
quaker,PepsiCo,direct,snacks,UK_IE,UK_IE,quaker,United Kingdom,layer3_review_decision_20260824,explicit_company_mapping_from_layer3_review,map to PepsiCo,Manual review / complex ownership,Manual review / complex ownership,1,Known PepsiCo brand / regional alias missing from proposed mapping.,porridge to go,Quaker,append_candidate,direct,
quaker,PepsiCo,direct,snacks,SOUTHERN_EUROPE|US_CANADA,SOUTHERN_EUROPE|US_CANADA,quaker,Spain,layer3_review_decision_20260824,explicit_company_mapping_from_layer3_review,map to PepsiCo,Manual review / complex ownership,Manual review / complex ownership,1,Known PepsiCo brand / regional alias missing from proposed mapping.,APPLE CINNAMON RICE CRISPS,QUAKER,append_candidate,direct,
Coca-Cola,The Coca-Cola Company,direct,beverages,FRANCE|DACH|BENELUX,FRANCE|DACH|BENELUX,coca-cola,France,layer3_review_decision_20260824,explicit_company_mapping_from_layer3_review,map to The Coca-Cola Company,Manual review / complex ownership,Manual review / complex ownership,1,Known Coca-Cola system brand; route to The Coca-Cola Company at company layer.,"Coca-Cola Zero Sugar 0,5 Liter",Coca-Cola,append_candidate,direct,
Coca-Cola,The Coca-Cola Company,direct,beverages,FRANCE|BENELUX,FRANCE|BENELUX,coca-cola,France,layer3_review_decision_20260824,explicit_company_mapping_from_layer3_review,map to The Coca-Cola Company,Manual review / complex ownership,Manual review / complex ownership,1,Known Coca-Cola system brand; route to The Coca-Cola Company at company layer.,zero,Coca-Cola,append_candidate,direct,
Coca-Cola,The Coca-Cola Company,direct,beverages,DACH|FRANCE|SOUTHERN_EUROPE|UK_IE,DACH|FRANCE|SOUTHERN_EUROPE|UK_IE,coca-cola,Austria,layer3_review_decision_20260824,explicit_company_mapping_from_layer3_review,map to The Coca-Cola Company,Manual review / complex ownership,Manual review / complex ownership,1,Known Coca-Cola system brand; route to The Coca-Cola Company at company layer.,"coca cola 1,75",Coca-Cola,append_candidate,direct,
Coca-Cola,The Coca-Cola Company,direct,beverages,DACH|BENELUX|US_CANADA|FRANCE|SOUTHERN_EUROPE|UK_IE,DACH|BENELUX|US_CANADA|FRANCE|SOUTHERN_EUROPE|UK_IE,coca-cola,Albania,layer3_review_decision_20260824,explicit_company_mapping_from_layer3_review,map to The Coca-Cola Company,Manual review / complex ownership,Manual review / complex ownership,1,Known Coca-Cola system brand; route to The Coca-Cola Company at company layer.,Coke Original Taste,Coca-Cola,append_candidate,direct,
Coca-Cola,The Coca-Cola Company,direct,beverages,DACH|BENELUX|FRANCE|SOUTHERN_EUROPE|NORDICS,DACH|BENELUX|FRANCE|SOUTHERN_EUROPE|NORDICS,coca-cola,Austria,layer3_review_decision_20260824,explicit_company_mapping_from_layer3_review,map to The Coca-Cola Company,Manual review / complex ownership,Manual review / complex ownership,1,Known Coca-Cola system brand; route to The Coca-Cola Company at company layer.,Coca-Cola Zero,Coca-Cola,append_candidate,direct,
Coca-Cola,The Coca-Cola Company,direct,beverages,DACH|BENELUX|FRANCE,DACH|BENELUX|FRANCE,coca-cola,Albania,layer3_review_decision_20260824,explicit_company_mapping_from_layer3_review,map to The Coca-Cola Company,Manual review / complex ownership,Manual review / complex ownership,1,Known Coca-Cola system brand; route to The Coca-Cola Company at company layer.,,Coca-Cola,append_candidate,direct,
Cheerios,Cereal Partners Worldwide,market_scoped,cereals,FRANCE|DACH,FRANCE|DACH,cheerios,Bulgaria,layer3_review_decision_20260824,approved_proposed_company_from_layer3_review,approve proposed,Cereal Partners Worldwide,Cereal Partners Worldwide,1,Proposed company mapping is concrete; approve for launch.,Honey Cheerios,Cheerios,append_candidate,direct,Corrected before upsert-ready split: known complex/market-scoped or licensed brand; do not mark as plain direct.
Cheerios,Cereal Partners Worldwide,market_scoped,cereals,DACH|FRANCE|UK_IE,DACH|FRANCE|UK_IE,cheerios,Austria,layer3_review_decision_20260824,approved_proposed_company_from_layer3_review,approve proposed,Cereal Partners Worldwide,Manual review / complex ownership,1,Proposed company mapping is concrete; approve for launch.,NESTLE CHEERIOS Multigrain Cerealien,"Nestlé, Nestle cheerios",append_candidate,direct,Corrected before upsert-ready split: known complex/market-scoped or licensed brand; do not mark as plain direct.
Carrefour Sélection,Carrefour,direct,snacks,BENELUX|FRANCE,BENELUX|FRANCE,carrefour sélection,Belgium,layer3_review_decision_20260824,explicit_company_mapping_from_layer3_review,map to Carrefour,Other / not mapped to a company,Manual review / complex ownership,1,"Carrefour brand/private-label/store-format row; brand entity should stay as normalized_brand, parent_company should be Carrefour.",Mini twists,Carrefour sélection,append_candidate,direct,
Carrefour Sélection,Carrefour,direct,dairies,BENELUX|FRANCE,BENELUX|FRANCE,carrefour sélection,Belgium,layer3_review_decision_20260824,explicit_company_mapping_from_layer3_review,map to Carrefour,Other / not mapped to a company,Manual review / complex ownership,1,"Carrefour brand/private-label/store-format row; brand entity should stay as normalized_brand, parent_company should be Carrefour.",Carrefour Selection Tête de Moine AOC,"Carrefour sélection, Selection",append_candidate,direct,
sainsburys,Sainsbury's,direct,snacks,FRANCE|NORDICS,FRANCE|NORDICS,sainsburys,France,layer3_review_decision_20260824,explicit_company_mapping_from_layer3_review,map to Sainsbury's,Manual review / complex ownership,Manual review / complex ownership,1,Obvious Sainsbury’s retailer/private-label brand line.,Creme De Peche Liqueur,"Sainsbury's, Green & Black's",append_candidate,direct,
sainsburys,Sainsbury's,direct,dairies,SOUTHERN_EUROPE|UK_IE,SOUTHERN_EUROPE|UK_IE,sainsburys,Spain,layer3_review_decision_20260824,explicit_company_mapping_from_layer3_review,map to Sainsbury's,Manual review / complex ownership,Manual review / complex ownership,1,Obvious Sainsbury’s retailer/private-label brand line.,Sainsbury lemon yogurt,Sainsbury's,append_candidate,direct,
