normalized_brand,primary_brand_db,parent_company,ownership_resolution_status,category_scope,market_scope,region_codes_include,country_or_region,brand_mapping_source,source_note,review_decision,proposed_company_from_review,current_company_from_review,review_product_count,review_note,example_product_names,example_off_brands_raw,candidate_action
kiri,kiri,Bel Group,direct,snacks,US_CANADA,US_CANADA,United States,layer3_review_decision_20260824,explicit_company_mapping_from_layer3_review,map to Bel Group,Manual review / complex ownership,Manual review / complex ownership,1,Known Bel Group cheese brand.,Patio Potato Chips,"Trader Joe's, Kiri",append_candidate
kiri gouter,kiri gouter,Manual review / complex ownership,manual_review,dairies,FRANCE,,France,layer3_review_decision_20260824,manual_review_from_layer3_review,manual review,Other / not mapped to a company,Manual review / complex ownership,1,Complex ownership/private-label/brand-line case; do not force automatic mapping before launch.,Kiri gouter,Kiri Gouter,append_candidate
kiri sus,kiri sus,Manual review / complex ownership,manual_review,dairies,US_CANADA,,United States,layer3_review_decision_20260824,manual_review_from_layer3_review,manual review,Other / not mapped to a company,Manual review / complex ownership,1,Complex ownership/private-label/brand-line case; do not force automatic mapping before launch.,Processed Creamy Cheese,Kiri Sus,append_candidate
kraft,kraft,Manual review / complex ownership,manual_review,beverages,FRANCE,,France,layer3_review_decision_20260824,manual_review_from_layer3_review,manual review,Manual review / complex ownership,Manual review / complex ownership,1,Complex ownership/private-label/brand-line case; do not force automatic mapping before launch.,Cristaux Pour Boissons (limonade Rose),Kraft,append_candidate
kraft,kraft,Manual review / complex ownership,manual_review,cereals,BENELUX|FRANCE,,Belgium,layer3_review_decision_20260824,manual_review_from_layer3_review,manual review,Manual review / complex ownership,Other / not mapped to a company,1,Complex ownership/private-label/brand-line case; do not force automatic mapping before launch.,Vitalis Roasted Muesli Fraise-Vanille Bourbon,"Dr. Oetker, Kraft, Vitalis",append_candidate
kraft,kraft,Manual review / complex ownership,manual_review,dairies,FRANCE,,Australia,layer3_review_decision_20260824,manual_review_from_layer3_review,manual review,Manual review / complex ownership,Other / not mapped to a company,1,Complex ownership/private-label/brand-line case; do not force automatic mapping before launch.,Cheddar,"Dairylea, Kraft",append_candidate
kraft,kraft,Manual review / complex ownership,manual_review,dairies,FRANCE|DACH,,France,layer3_review_decision_20260824,manual_review_from_layer3_review,manual review,Manual review / complex ownership,Manual review / complex ownership,1,Complex ownership/private-label/brand-line case; do not force automatic mapping before launch.,Singles,Kraft,append_candidate
kraft,kraft,Manual review / complex ownership,manual_review,dairies,FRANCE|SOUTHERN_EUROPE,,France,layer3_review_decision_20260824,manual_review_from_layer3_review,manual review,Manual review / complex ownership,Manual review / complex ownership,1,Complex ownership/private-label/brand-line case; do not force automatic mapping before launch.,Sottilette classiche,Kraft,append_candidate
kraft,kraft,Manual review / complex ownership,manual_review,dairies,FRANCE|US_CANADA,,Bolivia,layer3_review_decision_20260824,manual_review_from_layer3_review,manual review,Manual review / complex ownership,Manual review / complex ownership,1,Complex ownership/private-label/brand-line case; do not force automatic mapping before launch.,Parmesan Cheese,Kraft,append_candidate
kraft,kraft,Manual review / complex ownership,manual_review,dairies,UK_IE,,United Kingdom,layer3_review_decision_20260824,manual_review_from_layer3_review,manual review,Manual review / complex ownership,Manual review / complex ownership,1,Complex ownership/private-label/brand-line case; do not force automatic mapping before launch.,Light Philadelphia Chives,"Kraft,Philadelphia",append_candidate
kraft,kraft,Manual review / complex ownership,manual_review,dairies,US_CANADA,,Puerto Rico,layer3_review_decision_20260824,manual_review_from_layer3_review,manual review,Manual review / complex ownership,Manual review / complex ownership,1,Complex ownership/private-label/brand-line case; do not force automatic mapping before launch.,Mozzarella Shredded Fat Free Mozzarella Cheese,Kraft,append_candidate
kraft,kraft,Manual review / complex ownership,manual_review,dairies,US_CANADA,,Thailand,layer3_review_decision_20260824,manual_review_from_layer3_review,manual review,Manual review / complex ownership,Manual review / complex ownership,1,Complex ownership/private-label/brand-line case; do not force automatic mapping before launch.,Mexican Style Four Cheese,Kraft,append_candidate
kraft,kraft,Manual review / complex ownership,manual_review,snacks,FRANCE,,Algeria,layer3_review_decision_20260824,manual_review_from_layer3_review,manual review,Manual review / complex ownership,Manual review / complex ownership,1,Complex ownership/private-label/brand-line case; do not force automatic mapping before launch.,oreo peanut,kraft,append_candidate
kraft cheese,kraft cheese,Manual review / complex ownership,manual_review,dairies,US_CANADA,,United States,layer3_review_decision_20260824,manual_review_from_layer3_review,manual review,Other / not mapped to a company,Manual review / complex ownership,1,Complex ownership/private-label/brand-line case; do not force automatic mapping before launch.,Mexican Four Cheese,Kraft Cheese,append_candidate
kraft cheez whiz,kraft cheez whiz,Manual review / complex ownership,manual_review,dairies,US_CANADA,,United States,layer3_review_decision_20260824,manual_review_from_layer3_review,manual review,Other / not mapped to a company,Manual review / complex ownership,1,Complex ownership/private-label/brand-line case; do not force automatic mapping before launch.,,Kraft Cheez Whiz,append_candidate
kraft deli deluxe,kraft deli deluxe,Manual review / complex ownership,manual_review,dairies,US_CANADA,,United States,layer3_review_decision_20260824,manual_review_from_layer3_review,manual review,Other / not mapped to a company,Manual review / complex ownership,1,Complex ownership/private-label/brand-line case; do not force automatic mapping before launch.,White American Pasteurized Process American Cheese with Added Calcium,Kraft Deli Deluxe,append_candidate
kraft foods,kraft foods,Manual review / complex ownership,manual_review,beverages,DACH|US_CANADA,,Germany,layer3_review_decision_20260824,manual_review_from_layer3_review,manual review,Other / not mapped to a company,Manual review / complex ownership,1,Complex ownership/private-label/brand-line case; do not force automatic mapping before launch.,,Kraft Foods,append_candidate
kraft foods,kraft foods,Manual review / complex ownership,manual_review,beverages,FRANCE,,France,layer3_review_decision_20260824,manual_review_from_layer3_review,manual review,Other / not mapped to a company,Manual review / complex ownership,1,Complex ownership/private-label/brand-line case; do not force automatic mapping before launch.,Grand Arôme,"Kraft Foods, Poulain",append_candidate
kraft foods,kraft foods,Manual review / complex ownership,manual_review,beverages,FRANCE|DACH,,France,layer3_review_decision_20260824,manual_review_from_layer3_review,manual review,Other / not mapped to a company,Manual review / complex ownership,1,Complex ownership/private-label/brand-line case; do not force automatic mapping before launch.,Suchard Express,"Kraft Foods, Suchard",append_candidate
kraft foods,kraft foods,Manual review / complex ownership,manual_review,beverages,US_CANADA,,Costa Rica,layer3_review_decision_20260824,manual_review_from_layer3_review,manual review,Other / not mapped to a company,Manual review / complex ownership,1,Complex ownership/private-label/brand-line case; do not force automatic mapping before launch.,,Kraft foods,append_candidate
kraft foods,kraft foods,Manual review / complex ownership,manual_review,beverages,US_CANADA,,United States,layer3_review_decision_20260824,manual_review_from_layer3_review,manual review,Other / not mapped to a company,Manual review / complex ownership,1,Complex ownership/private-label/brand-line case; do not force automatic mapping before launch.,Country Time Black Cherry Lemonade,Kraft Foods,append_candidate
kraft foods,kraft foods,Manual review / complex ownership,manual_review,dairies,US_CANADA,,United States,layer3_review_decision_20260824,manual_review_from_layer3_review,manual review,Other / not mapped to a company,Manual review / complex ownership,1,Complex ownership/private-label/brand-line case; do not force automatic mapping before launch.,Queso in a can,Kraft Foods,append_candidate
kraft foods,kraft foods,Manual review / complex ownership,manual_review,snacks,US_CANADA,,United States,layer3_review_decision_20260824,manual_review_from_layer3_review,manual review,Other / not mapped to a company,Manual review / complex ownership,1,Complex ownership/private-label/brand-line case; do not force automatic mapping before launch.,Nabisco newtons fruit snacks 1x14.000 oz,Kraft Foods,append_candidate
kraft heinz,kraft heinz,Manual review / complex ownership,manual_review,dairies,FRANCE|SOUTHERN_EUROPE,,France,layer3_review_decision_20260824,manual_review_from_layer3_review,manual review,Other / not mapped to a company,Manual review / complex ownership,1,Complex ownership/private-label/brand-line case; do not force automatic mapping before launch.,Formaggino fuso omogeneizzato,"Kraft Heinz, Plasmon",append_candidate
kraft natural cheese,kraft natural cheese,Manual review / complex ownership,manual_review,dairies,US_CANADA,,United States,layer3_review_decision_20260824,manual_review_from_layer3_review,manual review,Other / not mapped to a company,Manual review / complex ownership,1,Complex ownership/private-label/brand-line case; do not force automatic mapping before launch.,Finely Shredded Parmesan,Kraft Natural Cheese,append_candidate
kraft signature,kraft signature,Manual review / complex ownership,manual_review,dairies,US_CANADA,,United States,layer3_review_decision_20260824,manual_review_from_layer3_review,manual review,Other / not mapped to a company,Manual review / complex ownership,1,Complex ownership/private-label/brand-line case; do not force automatic mapping before launch.,Mozzarella Blend,Kraft Signature,append_candidate
kraft signature natural cheese,kraft signature natural cheese,Manual review / complex ownership,manual_review,dairies,US_CANADA,,United States,layer3_review_decision_20260824,manual_review_from_layer3_review,manual review,Other / not mapped to a company,Manual review / complex ownership,1,Complex ownership/private-label/brand-line case; do not force automatic mapping before launch.,Mexican Blend,Kraft Signature Natural Cheese,append_candidate
kraft singles,kraft singles,Manual review / complex ownership,manual_review,dairies,FRANCE,,France,layer3_review_decision_20260824,manual_review_from_layer3_review,manual review,Manual review / complex ownership,Manual review / complex ownership,1,Complex ownership/private-label/brand-line case; do not force automatic mapping before launch.,White American,Kraft Singles,append_candidate
kroger,kroger,Manual review / complex ownership,manual_review,beverages,FRANCE|US_CANADA,,France,layer3_review_decision_20260824,manual_review_from_layer3_review,manual review,Manual review / complex ownership,Manual review / complex ownership,1,Complex ownership/private-label/brand-line case; do not force automatic mapping before launch.,Light Orange Juice,Kroger,append_candidate
kroger,kroger,Manual review / complex ownership,manual_review,cereals,FRANCE|US_CANADA,,France,layer3_review_decision_20260824,manual_review_from_layer3_review,manual review,Manual review / complex ownership,Manual review / complex ownership,1,Complex ownership/private-label/brand-line case; do not force automatic mapping before launch.,Original Oats Instant Oatmeal,Kroger,append_candidate
kroger,kroger,Manual review / complex ownership,manual_review,dairies,FRANCE,,France,layer3_review_decision_20260824,manual_review_from_layer3_review,manual review,Manual review / complex ownership,Manual review / complex ownership,1,Complex ownership/private-label/brand-line case; do not force automatic mapping before launch.,Mozzarella cheese shreds,Kroger,append_candidate
kroger,kroger,Manual review / complex ownership,manual_review,dairies,FRANCE|US_CANADA,,France,layer3_review_decision_20260824,manual_review_from_layer3_review,manual review,Manual review / complex ownership,Manual review / complex ownership,1,Complex ownership/private-label/brand-line case; do not force automatic mapping before launch.,"Kroger, monterey jack cheese",Kroger,append_candidate
kroger,kroger,Manual review / complex ownership,manual_review,snacks,FRANCE,,France,layer3_review_decision_20260824,manual_review_from_layer3_review,manual review,Manual review / complex ownership,Manual review / complex ownership,1,Complex ownership/private-label/brand-line case; do not force automatic mapping before launch.,Big wheels Cookies'n cream,Kroger,append_candidate
kroger,kroger,Manual review / complex ownership,manual_review,snacks,FRANCE|US_CANADA,,France,layer3_review_decision_20260824,manual_review_from_layer3_review,manual review,Manual review / complex ownership,Manual review / complex ownership,1,Complex ownership/private-label/brand-line case; do not force automatic mapping before launch.,Lightly salted wavy potato chips,Kroger,append_candidate
kroger carb master,kroger carb master,Manual review / complex ownership,manual_review,dairies,US_CANADA,,United States,layer3_review_decision_20260824,manual_review_from_layer3_review,manual review,Other / not mapped to a company,Manual review / complex ownership,1,Complex ownership/private-label/brand-line case; do not force automatic mapping before launch.,Strawberry banana yogurt,Kroger carb master,append_candidate
kroger carbmaster,kroger carbmaster,Manual review / complex ownership,manual_review,dairies,US_CANADA,,United States,layer3_review_decision_20260824,manual_review_from_layer3_review,manual review,Other / not mapped to a company,Manual review / complex ownership,1,Complex ownership/private-label/brand-line case; do not force automatic mapping before launch.,Vanilla,Kroger Carbmaster,append_candidate
kroger csrb master,kroger csrb master,Manual review / complex ownership,manual_review,dairies,US_CANADA,,United States,layer3_review_decision_20260824,manual_review_from_layer3_review,manual review,Other / not mapped to a company,Manual review / complex ownership,1,Complex ownership/private-label/brand-line case; do not force automatic mapping before launch.,Yogurt,Kroger Csrb Master,append_candidate
kroger protein,kroger protein,Manual review / complex ownership,manual_review,snacks,US_CANADA,,United States,layer3_review_decision_20260824,manual_review_from_layer3_review,manual review,Other / not mapped to a company,Manual review / complex ownership,1,Complex ownership/private-label/brand-line case; do not force automatic mapping before launch.,Peanut Butter & Dark Chocolate Flavored Chewy Bars,Kroger Protein,append_candidate
la laitiere,la laitiere,Nestlé,direct,dairies,BENELUX|FRANCE|UK_IE,BENELUX|FRANCE|UK_IE,Belgium,layer3_review_decision_20260824,explicit_company_mapping_from_layer3_review,map to Nestlé,Other / not mapped to a company,Other / not mapped to a company,1,Known Nestlé brand / brand line missing from proposed company mapping.,Le Petit Pot de Crème au Chocolat,La Laitière,append_candidate
la laitiere,la laitiere,Nestlé,direct,dairies,FRANCE|DACH|US_CANADA,FRANCE|DACH|US_CANADA,France,layer3_review_decision_20260824,explicit_company_mapping_from_layer3_review,map to Nestlé,Other / not mapped to a company,Other / not mapped to a company,1,Known Nestlé brand / brand line missing from proposed company mapping.,Secret de mousse,"La Laitière, Nestle",append_candidate
la maison du chocolat,la maison du chocolat,Manual review / complex ownership,manual_review,beverages,FRANCE,,France,layer3_review_decision_20260824,manual_review_from_layer3_review,manual review,Manual review / complex ownership,Manual review / complex ownership,1,Complex ownership/private-label/brand-line case; do not force automatic mapping before launch.,Poudre de Cacao,La Maison du Chocolat,append_candidate
la vache qui rit,la vache qui rit,Bel Group,direct,dairies,FRANCE,FRANCE,Algeria,layer3_review_decision_20260824,explicit_company_mapping_from_layer3_review,map to Bel Group,Other / not mapped to a company,Other / not mapped to a company,1,Known Bel Group cheese brand.,la vache qui rit,la vache qui rit,append_candidate
la vache qui rit,la vache qui rit,Bel Group,direct,dairies,FRANCE,FRANCE,Democratic Republic Of The Congo,layer3_review_decision_20260824,explicit_company_mapping_from_layer3_review,map to Bel Group,Other / not mapped to a company,Other / not mapped to a company,1,Known Bel Group cheese brand.,,La Vache qui rit,append_candidate
la vache qui rit,la vache qui rit,Bel Group,direct,dairies,FRANCE|BENELUX,FRANCE|BENELUX,France,layer3_review_decision_20260824,explicit_company_mapping_from_layer3_review,map to Bel Group,Other / not mapped to a company,Other / not mapped to a company,1,Known Bel Group cheese brand.,,La vache qui rit,append_candidate
la vache qui rit,la vache qui rit,Bel Group,direct,dairies,FRANCE|SOUTHERN_EUROPE,FRANCE|SOUTHERN_EUROPE,France,layer3_review_decision_20260824,explicit_company_mapping_from_layer3_review,map to Bel Group,Other / not mapped to a company,Other / not mapped to a company,1,Known Bel Group cheese brand.,Fromage bio,La Vache Qui Rit,append_candidate
la vie claire,la vie claire,Manual review / complex ownership,manual_review,cereals,FRANCE|DACH,,France,layer3_review_decision_20260824,manual_review_from_layer3_review,manual review,Manual review / complex ownership,Manual review / complex ownership,1,Complex ownership/private-label/brand-line case; do not force automatic mapping before launch.,Petales au chocolat noir,La Vie Claire,append_candidate
la vie claire,la vie claire,Manual review / complex ownership,manual_review,dairies,FRANCE,,Cambodia,layer3_review_decision_20260824,manual_review_from_layer3_review,manual review,Manual review / complex ownership,Manual review / complex ownership,1,Complex ownership/private-label/brand-line case; do not force automatic mapping before launch.,Lait stérilisé entier,La vie claire,append_candidate
lactel,lactel,Lactalis,direct,beverages,FRANCE,FRANCE,France,layer3_review_decision_20260824,explicit_company_mapping_from_layer3_review,map to Lactalis,Manual review / complex ownership,Other / not mapped to a company,1,Known Lactalis brand.,Babysoif Mes 1ères boissons Fleur d'Oranger,"Babysoif, Lactel, Milumel",append_candidate
lactel,lactel,Lactalis,direct,dairies,BENELUX|FRANCE|DACH,BENELUX|FRANCE|DACH,Belgium,layer3_review_decision_20260824,explicit_company_mapping_from_layer3_review,map to Lactalis,Manual review / complex ownership,Manual review / complex ownership,1,Known Lactalis brand.,Lait Bio Demi-Écrémé sans lactose,Lactel,append_candidate
lactel,lactel,Lactalis,direct,dairies,FRANCE|SOUTHERN_EUROPE,FRANCE|SOUTHERN_EUROPE,France,layer3_review_decision_20260824,explicit_company_mapping_from_layer3_review,map to Lactalis,Manual review / complex ownership,Manual review / complex ownership,1,Known Lactalis brand.,Kéfir biologique,Lactel,append_candidate
lactel,lactel,Lactalis,direct,dairies,US_CANADA,US_CANADA,Algeria,layer3_review_decision_20260824,explicit_company_mapping_from_layer3_review,map to Lactalis,Manual review / complex ownership,Manual review / complex ownership,1,Known Lactalis brand.,Fromage blanc 0%,Lactel,append_candidate
lactel max,lactel max,Manual review / complex ownership,manual_review,dairies,FRANCE,,France,layer3_review_decision_20260824,manual_review_from_layer3_review,manual review,Other / not mapped to a company,Manual review / complex ownership,1,Complex ownership/private-label/brand-line case; do not force automatic mapping before launch.,Lait choco Lactel,Lactel Max,append_candidate
lance,lance,Manual review / complex ownership,manual_review,snacks,DACH|US_CANADA,,Germany,layer3_review_decision_20260824,manual_review_from_layer3_review,manual review,Manual review / complex ownership,Manual review / complex ownership,1,Complex ownership/private-label/brand-line case; do not force automatic mapping before launch.,Toasty sandwich crackers,Lance,append_candidate
lance,lance,Manual review / complex ownership,manual_review,snacks,FRANCE|US_CANADA,,France,layer3_review_decision_20260824,manual_review_from_layer3_review,manual review,Manual review / complex ownership,Manual review / complex ownership,1,Complex ownership/private-label/brand-line case; do not force automatic mapping before launch.,Nekot cookie sandwiches lemon creme filling,"Lance, Snyder's-Lance Inc.",append_candidate
larabar,larabar,Manual review / complex ownership,manual_review,snacks,UK_IE|US_CANADA,,United Kingdom,layer3_review_decision_20260824,manual_review_from_layer3_review,manual review,Manual review / complex ownership,Manual review / complex ownership,1,Complex ownership/private-label/brand-line case; do not force automatic mapping before launch.,Larabar Cherry Chocolate Chip Fruit & Nut Bites,LARABAR,append_candidate
larabar,larabar,Manual review / complex ownership,manual_review,snacks,US_CANADA|FRANCE,,Canada,layer3_review_decision_20260824,manual_review_from_layer3_review,manual review,Manual review / complex ownership,Manual review / complex ownership,1,Complex ownership/private-label/brand-line case; do not force automatic mapping before launch.,Coconut Cream Crème A La Noix De Coco,Larabar,append_candidate
larabar kids,larabar kids,Manual review / complex ownership,manual_review,snacks,US_CANADA,,United States,layer3_review_decision_20260824,manual_review_from_layer3_review,manual review,Other / not mapped to a company,Manual review / complex ownership,1,Complex ownership/private-label/brand-line case; do not force automatic mapping before launch.,Chocolate Brownie,LÄRABAR KIDS,append_candidate
late july,late july,Manual review / complex ownership,manual_review,snacks,DACH|US_CANADA,,Germany,layer3_review_decision_20260824,manual_review_from_layer3_review,manual review,Manual review / complex ownership,Manual review / complex ownership,1,Complex ownership/private-label/brand-line case; do not force automatic mapping before launch.,Organic classic saltine crackers,Late July,append_candidate
le petit chevrier,le petit chevrier,Manual review / complex ownership,manual_review,dairies,FRANCE|DACH,,France,layer3_review_decision_20260824,manual_review_from_layer3_review,manual review,Manual review / complex ownership,Manual review / complex ownership,1,Complex ownership/private-label/brand-line case; do not force automatic mapping before launch.,Le petit chevrier,le petit chevrier,append_candidate
le rustique,le rustique,Savencia,direct,dairies,BENELUX|FRANCE,BENELUX|FRANCE,Belgium,layer3_review_decision_20260824,explicit_company_mapping_from_layer3_review,map to Savencia,Manual review / complex ownership,Manual review / complex ownership,1,Known Savencia cheese brand.,"Le Rustique, Au lait demi-écrémé (11 % MG)",Le Rustique,append_candidate
le rustique,le rustique,Savencia,direct,dairies,FRANCE|SOUTHERN_EUROPE,FRANCE|SOUTHERN_EUROPE,France,layer3_review_decision_20260824,explicit_company_mapping_from_layer3_review,map to Savencia,Manual review / complex ownership,Manual review / complex ownership,1,Known Savencia cheese brand.,Raclette sans Croûte,Le Rustique,append_candidate
le rustique,le rustique,Savencia,direct,dairies,US_CANADA,US_CANADA,United States,layer3_review_decision_20260824,explicit_company_mapping_from_layer3_review,map to Savencia,Manual review / complex ownership,Manual review / complex ownership,1,Known Savencia cheese brand.,Camembert,Le Rustique,append_candidate
leader price,leader price,Manual review / complex ownership,manual_review,beverages,BENELUX|FRANCE,,Belgium,layer3_review_decision_20260824,manual_review_from_layer3_review,manual review,Manual review / complex ownership,Manual review / complex ownership,1,Complex ownership/private-label/brand-line case; do not force automatic mapping before launch.,Leader quick,Leader Price,append_candidate
leader price,leader price,Manual review / complex ownership,manual_review,beverages,FRANCE|DACH,,France,layer3_review_decision_20260824,manual_review_from_layer3_review,manual review,Manual review / complex ownership,Manual review / complex ownership,1,Complex ownership/private-label/brand-line case; do not force automatic mapping before launch.,Infusion Fruits Rouges,"Leader Price, Fruit rouge",append_candidate
leader price,leader price,Manual review / complex ownership,manual_review,beverages,FRANCE|SOUTHERN_EUROPE,,France,layer3_review_decision_20260824,manual_review_from_layer3_review,manual review,Manual review / complex ownership,Manual review / complex ownership,1,Complex ownership/private-label/brand-line case; do not force automatic mapping before launch.,Pur jus d'orange sans pulpe,Leader Price,append_candidate
leader price,leader price,Manual review / complex ownership,manual_review,beverages,FRANCE|SOUTHERN_EUROPE|UK_IE,,France,layer3_review_decision_20260824,manual_review_from_layer3_review,manual review,Manual review / complex ownership,Manual review / complex ownership,1,Complex ownership/private-label/brand-line case; do not force automatic mapping before launch.,Jus d'orange à base de concentré,Leader Price,append_candidate
leader price,leader price,Manual review / complex ownership,manual_review,beverages,FRANCE|UK_IE,,France,layer3_review_decision_20260824,manual_review_from_layer3_review,manual review,Manual review / complex ownership,Manual review / complex ownership,1,Complex ownership/private-label/brand-line case; do not force automatic mapping before launch.,Jus De Carotte Bio,Leader Price,append_candidate
leader price,leader price,Manual review / complex ownership,manual_review,beverages,FRANCE|US_CANADA,,France,layer3_review_decision_20260824,manual_review_from_layer3_review,manual review,Manual review / complex ownership,Manual review / complex ownership,1,Complex ownership/private-label/brand-line case; do not force automatic mapping before launch.,Espresso Classique compatible Nespresso,Leader Price,append_candidate
leader price,leader price,Manual review / complex ownership,manual_review,dairies,BENELUX|FRANCE,,Belgium,layer3_review_decision_20260824,manual_review_from_layer3_review,manual review,Manual review / complex ownership,Manual review / complex ownership,1,Complex ownership/private-label/brand-line case; do not force automatic mapping before launch.,Fromage Allégé 11%,Leader Price,append_candidate
leader price,leader price,Manual review / complex ownership,manual_review,dairies,FRANCE|BENELUX,,France,layer3_review_decision_20260824,manual_review_from_layer3_review,manual review,Manual review / complex ownership,Manual review / complex ownership,1,Complex ownership/private-label/brand-line case; do not force automatic mapping before launch.,Butter Light,Leader Price,append_candidate
leader price,leader price,Manual review / complex ownership,manual_review,dairies,FRANCE|SOUTHERN_EUROPE,,France,layer3_review_decision_20260824,manual_review_from_layer3_review,manual review,Manual review / complex ownership,Manual review / complex ownership,1,Complex ownership/private-label/brand-line case; do not force automatic mapping before launch.,Yaourt nature,Leader Price,append_candidate
leader price,leader price,Manual review / complex ownership,manual_review,snacks,BENELUX|FRANCE,,Belgium,layer3_review_decision_20260824,manual_review_from_layer3_review,manual review,Manual review / complex ownership,Manual review / complex ownership,1,Complex ownership/private-label/brand-line case; do not force automatic mapping before launch.,Barre céréales Chocolat au lait Noix de coco,Leader Price,append_candidate
leader price,leader price,Manual review / complex ownership,manual_review,snacks,FRANCE|SOUTHERN_EUROPE|UK_IE,,France,layer3_review_decision_20260824,manual_review_from_layer3_review,manual review,Manual review / complex ownership,Manual review / complex ownership,1,Complex ownership/private-label/brand-line case; do not force automatic mapping before launch.,Crackers snack gusto Pizza,Leader Price,append_candidate
leader price,leader price,Manual review / complex ownership,manual_review,snacks,US_CANADA,,United States,layer3_review_decision_20260824,manual_review_from_layer3_review,manual review,Manual review / complex ownership,Manual review / complex ownership,1,Complex ownership/private-label/brand-line case; do not force automatic mapping before launch.,4 Muffins,Leader Price,append_candidate
leader price,leader price,Manual review / complex ownership,manual_review,snacks,US_CANADA|FRANCE,,Canada,layer3_review_decision_20260824,manual_review_from_layer3_review,manual review,Manual review / complex ownership,Manual review / complex ownership,1,Complex ownership/private-label/brand-line case; do not force automatic mapping before launch.,12 Tartelettes Goût Chocolat Noisettes,Leader Price,append_candidate
leader price fine ligne,leader price fine ligne,Manual review / complex ownership,manual_review,snacks,FRANCE,,France,layer3_review_decision_20260824,manual_review_from_layer3_review,manual review,Other / not mapped to a company,Manual review / complex ownership,1,Complex ownership/private-label/brand-line case; do not force automatic mapping before launch.,Crackers goût crème oignon,Leader Price Fine Ligne,append_candidate
leader price fine linge,leader price fine linge,Manual review / complex ownership,manual_review,cereals,FRANCE,,France,layer3_review_decision_20260824,manual_review_from_layer3_review,manual review,Other / not mapped to a company,Manual review / complex ownership,1,Complex ownership/private-label/brand-line case; do not force automatic mapping before launch.,Pétales Riz et blé complet nature,LEADER PRICE FINE LINGE,append_candidate
leader price leaderprice,leader price leaderprice,Manual review / complex ownership,manual_review,snacks,FRANCE,,France,layer3_review_decision_20260824,manual_review_from_layer3_review,manual review,Other / not mapped to a company,Manual review / complex ownership,1,Complex ownership/private-label/brand-line case; do not force automatic mapping before launch.,Chocolat lait,Leader Price Leaderprice,append_candidate
leclerc,leclerc,E.Leclerc,direct,beverages,FRANCE|DACH,FRANCE|DACH,France,layer3_review_decision_20260824,explicit_company_mapping_from_layer3_review,map to E.Leclerc,Manual review / complex ownership,Manual review / complex ownership,1,Obvious E.Leclerc retailer/private-label brand line.,Tiséa pomme citron vert,Leclerc,append_candidate
leclerc,leclerc,E.Leclerc,direct,beverages,UK_IE,UK_IE,United Kingdom,layer3_review_decision_20260824,explicit_company_mapping_from_layer3_review,map to E.Leclerc,Manual review / complex ownership,Manual review / complex ownership,1,Obvious E.Leclerc retailer/private-label brand line.,hip pop,Leclerc,append_candidate
leclerc,leclerc,E.Leclerc,direct,snacks,US_CANADA,US_CANADA,Canada,layer3_review_decision_20260824,explicit_company_mapping_from_layer3_review,map to E.Leclerc,Manual review / complex ownership,Manual review / complex ownership,1,Obvious E.Leclerc retailer/private-label brand line.,Biscuits bâtonnets - Chocolat au lait - Célébration,Leclerc,append_candidate
leclerc boulangerie,leclerc boulangerie,E.Leclerc,direct,snacks,US_CANADA,US_CANADA,United States,layer3_review_decision_20260824,explicit_company_mapping_from_layer3_review,map to E.Leclerc,Other / not mapped to a company,Manual review / complex ownership,1,Obvious E.Leclerc retailer/private-label brand line.,Cookies,Leclerc boulangerie,append_candidate
leclerc ets shoepfer,leclerc ets shoepfer,E.Leclerc,direct,dairies,FRANCE,FRANCE,France,layer3_review_decision_20260824,explicit_company_mapping_from_layer3_review,map to E.Leclerc,Other / not mapped to a company,Manual review / complex ownership,1,Obvious E.Leclerc retailer/private-label brand line.,Comté AOP 4 à 6 mois au lait cru,LECLERC ETS SHOEPFER,append_candidate
leclerc fromager,leclerc fromager,E.Leclerc,direct,dairies,FRANCE,FRANCE,France,layer3_review_decision_20260824,explicit_company_mapping_from_layer3_review,map to E.Leclerc,Other / not mapped to a company,Manual review / complex ownership,1,Obvious E.Leclerc retailer/private-label brand line.,Itchebaï,Leclerc Fromager,append_candidate
leclerc jafaden,leclerc jafaden,E.Leclerc,direct,beverages,FRANCE,FRANCE,France,layer3_review_decision_20260824,explicit_company_mapping_from_layer3_review,map to E.Leclerc,Other / not mapped to a company,Manual review / complex ownership,1,Obvious E.Leclerc retailer/private-label brand line.,Pur jus d'orange avec pulpe format familial,leclerc jafaden,append_candidate
leclerc les croises,leclerc les croises,E.Leclerc,direct,dairies,FRANCE,FRANCE,France,layer3_review_decision_20260824,explicit_company_mapping_from_layer3_review,map to E.Leclerc,Other / not mapped to a company,Manual review / complex ownership,1,Obvious E.Leclerc retailer/private-label brand line.,Parmiggiano reggiano 12mois 60g,Leclerc les Croisés,append_candidate
lidl,lidl,Lidl,direct,beverages,BENELUX|FRANCE|SOUTHERN_EUROPE,BENELUX|FRANCE|SOUTHERN_EUROPE,Belgium,layer3_review_decision_20260824,explicit_company_mapping_from_layer3_review,map to Lidl,Manual review / complex ownership,Manual review / complex ownership,1,Obvious Lidl retailer/private-label brand line.,Té verde,Lidl,append_candidate
